age,gender,region,monthly_income,employment_status,work_experience,loan_amount,loan_term,interest_rate,current_debt,debt_to_income,number_of_loans,overdue_count,max_days_overdue,loan_purpose,target
42,M,Almaty Region,76840.91,self_employed,14,325431.68,70,29.27,41778.26,0.5437,3,2,1,consumer,0
23,M,Zhambyl,80903.22,retired,0,281024.36,43,17.07,125710.06,1.5538,0,0,0,consumer,1
49,M,Karaganda,82068.45,retired,25,355781.57,21,27.9,183567.57,2.2367,0,2,0,consumer,0
23,F,Kyzylorda,83739.88,employed,1,683475.85,55,18.9,528401.83,6.31,1,1,1,consumer,0
40,M,Karaganda,82412.57,student,16,323075.61,42,41.7,131643.15,1.5973,0,0,2,consumer,0
45,M,Almaty,179840.73,employed,19,2542864.06,39,4.8,1131116.95,6.2895,2,0,0,consumer,0
51,M,Kostanay,499268.36,unemployed,23,3209906.54,31,32.12,1724678.49,3.4544,0,3,91,consumer,0
33,F,Almaty Region,391514.08,employed,5,2248379.08,43,36.64,1847514.62,4.7189,0,2,0,consumer,0
31,M,Nur-Sultan,318218.91,student,7,4589932.94,70,30.75,4084655.07,12.836,0,0,0,auto,0
39,M,Akmola,74624.98,employed,15,478059.6,31,31.2,325853.23,4.3665,3,1,0,consumer,0
39,M,West Kazakhstan,79169.53,student,12,475832.96,42,35.09,127809.52,1.6144,0,0,2,consumer,0
40,F,Almaty,539536.3,employed,20,5404703.59,56,26.87,2725893.4,5.0523,2,0,0,consumer,0
56,M,Karaganda,101257.94,employed,28,339339.55,19,38.86,47603.43,0.4701,3,1,0,consumer,0
41,M,Zhambyl,75644.77,retired,15,693562.81,62,29.04,229735.76,3.037,3,0,2,consumer,1
42,M,Nur-Sultan,172573.52,self_employed,15,2216104.43,60,23.88,569666.07,3.301,0,0,1,consumer,0
46,M,Atyrau,96108.79,employed,21,979456.95,55,25.89,288349.74,3.0002,3,0,2,consumer,0
47,F,Zhambyl,1194833.3,employed,23,3724690.39,17,15.37,3411161.24,2.8549,3,0,0,auto,0
43,M,Nur-Sultan,208494.48,self_employed,20,2869627.45,53,18.88,833020.79,3.9954,0,2,0,consumer,0
41,M,Nur-Sultan,208087.5,self_employed,22,2965946.07,52,18.56,842885.59,4.0506,1,0,2,consumer,0
47,M,Almaty,241815.69,employed,17,1367953.02,19,26.26,810291.37,3.3508,0,0,1,consumer,0
18,M,Shymkent,77920.74,employed,0,215112.63,50,29.19,84792.35,1.0882,3,1,2,consumer,0
38,M,North Kazakhstan,160897.84,employed,13,3128452.45,70,19.38,2079589.55,12.9248,2,0,0,consumer,0
50,F,Zhambyl,397398.01,employed,25,1392099.91,10,21.08,953456.82,2.3992,2,0,1,consumer,0
29,M,Turkistan,192639.38,employed,4,1882107.37,31,25.54,1406674.14,7.3021,3,1,1,consumer,0
45,M,Almaty Region,80217.43,employed,18,514981.01,41,26.79,103214.56,1.2867,3,0,0,consumer,0
46,M,Pavlodar,211801.33,retired,23,998436.97,25,21.31,460482.96,2.1741,0,0,0,consumer,0
27,M,Atyrau,245208.17,employed,6,2015702.53,59,18.76,601831.93,2.4544,2,0,0,consumer,1
27,F,East Kazakhstan,291589.37,self_employed,1,2620405.21,56,21.66,1161609.79,3.9837,2,0,0,consumer,0
36,M,Kyzylorda,81087.34,retired,8,152209.25,41,56.89,52344.63,0.6455,1,0,0,consumer,0
59,F,Zhambyl,79937.53,employed,39,607227.61,56,20.04,132419.2,1.6565,0,2,1,consumer,0
21,F,Karaganda,129831.52,employed,0,2704644.45,51,9.82,1092176.15,8.4122,2,1,2,consumer,0
33,M,Aktobe,80774.69,employed,12,333096.52,24,22.48,177850.69,2.2018,0,2,0,consumer,0
42,M,Turkistan,138351.95,employed,16,1100671.02,30,28.26,838238.17,6.0587,3,0,0,consumer,0
18,F,Pavlodar,317408.91,employed,0,1150111.17,17,29.26,478163.87,1.5065,0,0,1,consumer,0
52,M,Aktobe,72264.03,retired,29,154970.58,46,25.53,65167.85,0.9018,0,0,1,consumer,0
18,M,East Kazakhstan,80078.66,student,0,622316.92,69,41.64,177511.72,2.2167,0,2,1,consumer,0
48,F,Shymkent,81899.88,employed,21,515253.53,44,23.75,82455.51,1.0068,2,0,0,consumer,0
37,F,Almaty,77256.56,employed,12,644463.79,46,16.61,424882.8,5.4996,3,4,127,consumer,0
43,F,Karaganda,307748.25,employed,19,3031945.52,28,21.52,665106.62,2.1612,1,9,190,consumer,0
34,F,Nur-Sultan,237108.17,employed,11,1800275.21,25,19.03,783323.55,3.3036,2,0,0,consumer,0
19,F,Kyzylorda,461117.68,self_employed,1,6274041.53,43,15.4,1837515.35,3.9849,3,0,2,consumer,0
45,F,East Kazakhstan,430892.32,self_employed,21,2546730.9,36,19.9,1388738.87,3.2229,3,1,2,consumer,0
36,M,East Kazakhstan,77420.37,retired,9,132947.42,13,29.56,53856.47,0.6956,0,0,0,consumer,0
28,F,Zhambyl,114998.33,unemployed,7,637734.71,28,32.24,263697.79,2.293,0,0,2,consumer,0
46,M,Almaty Region,83540.07,retired,22,401233.67,35,26.04,274966.6,3.2914,5,2,0,consumer,0
46,M,Nur-Sultan,76919.72,employed,22,482464.66,34,11.93,119658.52,1.5556,0,1,2,consumer,0
49,M,Shymkent,152006.07,employed,22,1434987.56,33,28.74,1272611.79,8.3721,4,0,0,consumer,0
25,F,East Kazakhstan,117797.96,employed,1,536122.4,24,23.64,251100.87,2.1316,1,0,0,consumer,0
37,F,Almaty,176543.67,employed,7,3038847.61,72,16.6,2647065.84,14.9937,4,2,0,auto,0
36,F,Almaty,394736.15,employed,13,4368058.18,45,11.62,4041473.73,10.2384,0,2,0,auto,0
47,F,Nur-Sultan,83267.69,retired,24,267446.73,38,30.83,75368.56,0.9051,0,1,0,consumer,0
54,F,Zhambyl,256625.49,employed,31,3008081.9,52,32.14,1416814.83,5.5209,1,0,1,consumer,0
33,F,Karaganda,195941.05,student,9,736092.54,20,37.14,252798.34,1.2902,1,0,0,consumer,0
30,M,Nur-Sultan,77601.0,employed,7,446769.95,25,24.14,358659.49,4.6218,1,0,0,consumer,0
19,F,Mangystau,92217.34,employed,0,1282824.45,67,9.63,508506.61,5.5142,0,0,0,consumer,0
43,F,Mangystau,143940.66,unemployed,17,1267391.73,32,35.68,272894.16,1.8959,2,0,0,consumer,0
41,F,Atyrau,175892.53,unemployed,17,1102704.22,18,19.65,683578.26,3.8863,3,2,0,consumer,0
52,F,Karaganda,81639.91,employed,27,863416.53,48,32.96,279630.84,3.4251,0,1,0,consumer,0
30,F,Turkistan,213351.55,employed,1,2205658.28,59,28.74,803548.32,3.7663,0,0,0,consumer,0
34,F,Almaty,585450.82,employed,5,1554047.87,11,27.74,199767.73,0.3412,1,0,1,consumer,0
26,M,Turkistan,109706.42,employed,2,981225.79,45,25.9,572162.45,5.2153,0,2,2,consumer,0
36,F,Kostanay,973971.36,employed,8,5416694.85,37,34.9,2371507.32,2.4349,2,2,0,consumer,0
42,M,West Kazakhstan,78405.18,employed,14,883917.55,71,12.73,410654.33,5.2375,0,0,1,consumer,0
18,M,Almaty Region,239948.89,employed,1,2162941.16,56,26.32,429120.54,1.7884,0,2,2,consumer,0
29,F,Aktobe,411849.08,employed,9,2125290.02,23,16.27,1387415.16,3.3687,1,2,0,consumer,0
42,F,Shymkent,102941.77,unemployed,18,739077.55,45,29.15,185323.95,1.8003,2,0,1,consumer,1
41,F,Zhambyl,81240.73,employed,15,341308.45,70,27.69,105464.22,1.2982,1,1,0,consumer,0
48,F,Shymkent,146338.34,employed,24,1929958.02,45,19.16,1081182.59,7.3882,2,2,0,consumer,1
39,F,Shymkent,331037.38,employed,13,2222109.65,32,32.7,1458355.38,4.4054,1,0,1,consumer,0
37,M,Kostanay,360459.83,employed,17,2436597.52,32,6.26,1917456.84,5.3195,0,0,0,consumer,1
38,M,Nur-Sultan,74858.78,unemployed,10,214252.88,34,23.44,70329.5,0.9395,1,0,0,consumer,0
60,M,Shymkent,80770.17,employed,32,844389.03,51,23.13,515416.62,6.3812,1,2,1,consumer,0
60,M,Almaty Region,167388.12,employed,33,1233381.01,19,7.73,352255.2,2.1044,0,0,1,consumer,0
38,F,Turkistan,79922.95,self_employed,15,201056.06,40,20.36,116335.59,1.4556,1,0,2,consumer,0
46,M,Almaty,79573.07,employed,24,434639.82,40,11.52,354097.59,4.4499,3,0,0,consumer,0
53,F,Turkistan,91237.2,retired,28,268962.34,12,24.45,68858.48,0.7547,0,0,0,consumer,1
34,M,Karaganda,1918596.1,employed,9,6709228.47,19,14.55,2466306.68,1.2855,2,2,0,consumer,0
52,F,Shymkent,259591.14,unemployed,25,2753201.59,62,24.51,469089.46,1.807,1,0,0,consumer,0
30,M,Karaganda,85346.88,employed,4,731824.83,35,25.56,221185.66,2.5916,3,0,0,consumer,0
59,F,Pavlodar,467312.78,employed,35,1151149.8,16,42.71,511587.42,1.0947,3,0,0,consumer,0
18,F,Almaty Region,370672.43,self_employed,0,761387.75,12,29.98,141820.58,0.3826,1,0,0,consumer,0
35,M,East Kazakhstan,83901.52,retired,10,148227.95,13,30.18,51410.19,0.6127,0,2,0,consumer,0
51,M,Almaty,80944.55,retired,21,162421.09,61,32.27,30884.56,0.3815,1,2,2,consumer,0
48,F,Kyzylorda,81284.56,student,20,233137.67,62,16.92,80036.96,0.9846,2,0,2,consumer,0
50,F,Karaganda,82662.02,retired,23,197633.77,64,35.19,159237.86,1.9263,3,0,0,consumer,0
49,F,Turkistan,118732.3,employed,30,424117.22,17,25.63,254000.94,2.1393,4,11,271,consumer,0
37,M,Atyrau,86532.59,retired,11,443376.84,24,29.78,269682.27,3.1165,0,0,0,consumer,0
43,M,Karaganda,297164.53,self_employed,19,2137926.91,36,25.39,1799568.92,6.0558,0,0,0,consumer,0
36,F,Shymkent,145479.69,student,10,902170.81,30,35.21,102938.44,0.7076,3,0,1,consumer,0
34,M,Almaty Region,137463.6,employed,12,986104.97,45,31.72,771655.77,5.6135,0,0,1,consumer,0
34,M,Almaty,201338.09,unemployed,8,2722236.47,59,5.07,1921514.43,9.5437,0,7,161,consumer,0
50,F,Pavlodar,96520.88,employed,24,932171.99,38,8.12,690428.12,7.1531,2,0,0,consumer,0
20,M,West Kazakhstan,334728.52,employed,0,2751772.22,50,23.2,1124353.38,3.359,1,0,0,consumer,0
33,F,Karaganda,640664.47,employed,6,3277802.95,27,22.5,678856.86,1.0596,0,0,0,consumer,0
36,M,Akmola,78272.64,employed,14,500106.8,28,32.27,312503.93,3.9925,0,1,2,consumer,0
35,F,Almaty Region,80300.38,employed,6,387875.61,40,39.38,69994.0,0.8716,2,0,0,consumer,0
46,M,Atyrau,92674.19,employed,22,918689.53,55,25.57,297353.9,3.2086,3,0,0,consumer,0
19,F,Nur-Sultan,81376.71,employed,0,804897.86,37,31.25,453094.35,5.5678,2,2,0,consumer,0
70,M,Akmola,111802.52,retired,47,928766.48,32,30.19,584931.62,5.2318,1,0,1,consumer,0
34,F,North Kazakhstan,86545.76,unemployed,4,975023.19,71,26.9,348142.49,4.0226,0,10,331,consumer,0
56,F,Almaty,284532.12,employed,27,944295.5,14,18.76,180322.1,0.6337,3,0,1,consumer,0
41,F,Zhambyl,520452.28,employed,18,4113643.65,38,12.78,3740151.53,7.1863,0,0,0,auto,0
58,F,Turkistan,448365.77,self_employed,38,3245450.63,41,19.11,1143553.7,2.5505,3,0,0,consumer,1
40,M,Kyzylorda,223652.67,employed,16,2443003.1,42,5.15,315789.13,1.412,0,1,0,consumer,1
27,F,Nur-Sultan,228716.08,employed,6,1885220.3,73,26.36,1637372.62,7.1589,1,1,0,consumer,0
29,M,Zhambyl,599575.04,retired,7,6413476.34,50,32.45,5672597.77,9.461,0,6,231,auto,0
31,M,Karaganda,383723.9,employed,5,4153959.9,49,11.7,3506821.7,9.1389,0,0,1,auto,0
54,F,Mangystau,478252.84,employed,28,4945156.5,58,36.31,3307015.7,6.9148,1,0,0,consumer,0
21,F,East Kazakhstan,82676.21,student,2,163050.62,64,19.45,43521.34,0.5264,1,0,0,consumer,0
29,M,Zhambyl,81111.23,student,9,891519.19,60,29.34,540425.65,6.6627,0,0,0,consumer,1
24,M,Nur-Sultan,466421.81,employed,4,3977660.79,53,19.43,3349571.88,7.1814,3,0,1,auto,0
55,M,Atyrau,76404.97,self_employed,32,369103.14,48,19.24,94591.6,1.238,4,0,2,consumer,0
30,F,Pavlodar,191692.27,employed,7,1413281.87,42,30.64,217027.03,1.1322,1,0,1,consumer,0
24,M,Karaganda,789814.46,employed,0,6134741.66,30,21.51,933360.89,1.1817,1,1,0,consumer,0
30,F,Nur-Sultan,100881.85,unemployed,6,322156.37,17,28.59,136900.88,1.357,3,0,1,consumer,1
27,M,Akmola,79136.85,employed,9,1068996.97,74,25.73,476421.81,6.0202,2,0,2,consumer,0
26,M,Kostanay,116015.83,employed,1,635552.95,20,13.13,495822.05,4.2737,3,2,0,consumer,0
43,M,Atyrau,464429.14,employed,15,1964390.82,41,41.27,1659709.06,3.5736,4,10,337,consumer,0
42,F,Karaganda,78801.68,employed,15,182750.12,67,14.48,98441.6,1.2492,3,0,0,consumer,0
25,F,Pavlodar,471357.5,self_employed,0,4860196.47,66,11.41,4356442.83,9.2423,3,1,0,auto,0
24,M,Akmola,1381513.86,employed,1,6963124.15,15,21.83,1421740.59,1.0291,2,1,0,consumer,0
36,F,Turkistan,83514.62,employed,12,456269.27,37,26.47,283522.13,3.3948,1,7,234,consumer,0
32,F,Turkistan,294603.7,employed,9,887166.52,14,21.09,600374.8,2.0379,3,0,0,consumer,0
30,M,Aktobe,82253.47,employed,8,311709.6,40,38.14,226834.42,2.7577,2,0,0,consumer,0
36,M,Almaty Region,265016.03,employed,13,1441617.12,25,9.57,543666.86,2.0514,0,0,1,consumer,0
49,F,Almaty,101166.31,unemployed,25,919776.68,25,22.82,646856.92,6.3939,3,2,0,consumer,0
42,F,Pavlodar,78957.24,employed,19,324478.98,65,33.78,74264.25,0.9406,0,0,0,consumer,1
53,F,Almaty,82026.9,employed,25,375780.69,22,41.4,49023.62,0.5976,0,2,0,consumer,0
49,F,Aktobe,151127.01,employed,19,1539341.07,68,29.23,1035276.41,6.8503,4,0,0,consumer,0
52,F,Nur-Sultan,357837.73,retired,29,4363401.57,52,29.51,3767054.96,10.5272,1,0,2,auto,0
50,M,Nur-Sultan,153302.78,unemployed,26,794893.33,13,15.85,273857.83,1.7864,0,1,0,consumer,0
32,M,Turkistan,245993.3,employed,6,1413144.13,37,27.53,256111.39,1.0411,0,1,0,consumer,0
34,M,Kyzylorda,574512.3,retired,7,2414312.82,23,47.16,2152342.87,3.7464,0,2,0,auto,0
39,M,Kostanay,767756.66,employed,15,4894150.76,17,16.78,541304.03,0.705,0,2,0,consumer,0
27,M,Nur-Sultan,136655.3,employed,4,1012767.01,50,37.94,233143.38,1.7061,0,0,0,consumer,0
37,M,Almaty,116868.85,unemployed,17,579175.14,21,6.07,158966.84,1.3602,1,0,0,consumer,0
41,M,North Kazakhstan,110221.47,employed,15,916235.29,71,26.65,479030.46,4.346,3,2,0,consumer,0
18,M,Atyrau,484095.3,employed,0,2026196.24,22,25.56,948482.48,1.9593,3,0,2,consumer,0
32,M,Kostanay,124239.13,employed,8,704930.21,29,28.73,254504.09,2.0485,2,0,0,consumer,0
22,M,Almaty,119268.72,employed,1,1214261.85,40,17.89,726243.12,6.0891,5,0,1,consumer,1
22,F,Nur-Sultan,85807.09,student,0,409047.06,44,39.81,69270.93,0.8073,0,3,146,consumer,0
30,M,Mangystau,96189.05,employed,6,545501.21,25,21.38,319893.83,3.3256,0,1,0,consumer,0
46,M,Atyrau,607333.77,employed,22,5325543.25,26,10.28,5076398.85,8.3585,0,0,1,auto,0
30,F,Turkistan,260882.89,employed,10,2014187.63,42,25.64,528025.77,2.024,2,0,0,consumer,0
74,M,Nur-Sultan,411713.68,employed,47,4991681.81,56,25.19,4755388.44,11.5502,2,2,2,auto,0
44,M,Nur-Sultan,192492.67,self_employed,17,1721049.33,59,27.06,1035696.2,5.3804,0,0,0,consumer,0
50,F,Turkistan,154199.32,employed,25,479988.92,12,30.53,304650.83,1.9757,0,0,0,consumer,0
55,M,Karaganda,664619.37,employed,32,7993862.67,51,19.2,6637679.63,9.9872,3,0,1,auto,0
21,M,Karaganda,72707.92,retired,2,383510.2,71,36.84,92925.08,1.278,1,1,0,consumer,0
18,F,Mangystau,94738.58,employed,1,1285121.02,68,9.02,490985.03,5.1825,1,0,0,consumer,0
19,F,East Kazakhstan,381967.26,employed,1,5750708.42,57,15.88,1601784.76,4.1935,0,2,2,consumer,0
60,M,Mangystau,75230.55,student,35,213690.33,51,25.83,77077.59,1.0245,1,0,0,consumer,0
39,M,Almaty,103550.38,employed,13,901715.5,41,37.91,394884.51,3.8134,3,9,199,consumer,0
53,M,Kostanay,78547.96,employed,26,638344.21,53,8.31,203532.74,2.5912,3,0,1,consumer,0
49,M,Aktobe,81033.41,retired,30,351862.97,54,37.3,126923.0,1.5663,3,2,1,consumer,0
32,M,Karaganda,81378.29,retired,7,554302.15,58,31.24,91661.3,1.1263,3,2,0,consumer,1
40,F,Almaty,120872.21,employed,14,974211.11,35,19.72,116162.33,0.961,2,1,0,consumer,0
22,F,Kostanay,559731.85,employed,0,2087568.7,30,46.41,1387140.03,2.4782,0,0,2,consumer,1
31,M,Zhambyl,477716.48,employed,8,5226850.08,38,17.12,3108957.44,6.5079,0,2,0,consumer,0
29,M,Mangystau,163738.46,employed,2,1940993.05,69,27.02,1702992.05,10.4006,5,0,0,auto,0
20,F,Shymkent,194915.68,employed,0,1238224.21,22,17.48,1212312.91,6.2196,3,0,1,auto,0
53,F,Almaty,239088.88,employed,31,848273.48,20,25.68,375036.24,1.5686,0,0,0,consumer,0
46,M,Almaty,146229.52,employed,20,821707.84,18,27.27,589840.36,4.0336,3,0,0,consumer,0
62,F,Turkistan,844735.33,employed,36,5301560.57,18,16.87,5032168.79,5.9571,1,0,0,auto,0
42,F,West Kazakhstan,75244.6,employed,16,680586.51,66,17.0,473259.76,6.2895,3,0,2,consumer,0
28,F,Almaty,229413.89,retired,3,1124617.35,16,15.47,173615.19,0.7568,2,0,1,consumer,0
40,M,Atyrau,91457.0,employed,17,636092.27,63,40.33,200109.78,2.188,1,0,0,consumer,0
33,M,West Kazakhstan,787031.84,student,13,3486682.95,25,29.19,2984822.67,3.7925,3,0,0,auto,0
19,M,West Kazakhstan,349097.87,employed,0,2709841.12,48,23.89,1123626.35,3.2186,2,0,0,consumer,0
38,F,North Kazakhstan,1027493.96,employed,12,4125655.93,20,6.87,3624522.74,3.5275,0,0,0,auto,0
78,M,Almaty,247918.23,employed,44,838759.84,16,22.68,279157.33,1.126,1,0,0,consumer,0
39,F,East Kazakhstan,414243.38,employed,15,3666191.64,51,20.95,3084122.27,7.4452,1,2,2,auto,1
40,M,Almaty Region,78195.14,retired,18,182835.17,63,33.36,93096.52,1.1906,3,2,1,consumer,0
22,M,Atyrau,85604.04,employed,1,1210149.89,59,25.98,1027282.59,12.0003,3,1,0,consumer,1
56,M,Akmola,96537.76,self_employed,33,515568.08,37,32.9,433162.26,4.4869,3,1,0,consumer,1
49,F,Pavlodar,118918.56,employed,24,1825193.73,60,6.03,1115374.55,9.3792,1,8,224,consumer,0
47,M,Almaty,84185.21,employed,21,278978.16,68,23.39,153485.32,1.8232,1,0,0,consumer,0
45,F,Karaganda,112331.46,employed,23,540410.06,15,17.99,164705.99,1.4662,3,0,0,consumer,0
37,M,Almaty Region,83503.89,retired,11,322835.3,48,22.19,100766.0,1.2067,0,0,0,consumer,0
29,F,Almaty,1082424.76,employed,0,4994576.36,24,28.83,3140286.44,2.9012,3,0,2,consumer,0
35,F,Nur-Sultan,505413.18,employed,11,4271641.31,33,24.16,685726.46,1.3568,2,0,0,consumer,0
28,F,Nur-Sultan,77092.08,employed,2,994115.5,65,15.85,217504.43,2.8213,0,0,1,consumer,0
18,F,Atyrau,152174.39,self_employed,0,2969433.87,62,16.37,805145.68,5.2909,2,1,2,consumer,0
55,F,Almaty,79859.84,student,33,119452.39,61,24.5,74645.52,0.9347,1,1,2,consumer,0
55,F,Atyrau,78875.25,student,34,415002.43,14,36.51,145507.28,1.8448,1,0,1,consumer,1
41,M,Almaty Region,82740.82,retired,14,456189.7,35,31.76,60437.31,0.7304,1,9,193,consumer,0
32,M,Turkistan,142814.02,employed,6,3454504.65,64,9.54,374574.37,2.6228,1,2,1,consumer,0
31,M,Almaty,83462.46,retired,5,144150.6,66,40.45,27147.19,0.3253,0,0,2,consumer,0
36,M,Pavlodar,334094.99,employed,9,2933004.38,30,22.63,2401140.21,7.187,2,2,2,auto,0
34,M,Karaganda,736735.6,employed,12,3572419.28,28,35.72,1979445.26,2.6868,0,2,2,consumer,0
45,M,Almaty Region,163913.39,employed,18,1464462.11,43,16.81,674312.1,4.1138,0,0,1,consumer,0
45,M,Shymkent,494371.16,retired,21,5334821.4,53,31.52,4773470.18,9.6556,1,0,0,auto,0
35,M,Nur-Sultan,87093.63,employed,9,330275.75,45,14.6,228694.69,2.6258,3,2,0,consumer,0
45,M,Karaganda,114115.64,employed,16,1540208.36,67,18.25,975228.36,8.5459,0,0,0,consumer,0
46,M,Pavlodar,324222.71,employed,22,2639582.04,29,11.46,1492980.36,4.6048,0,0,0,consumer,1
35,M,Pavlodar,1457717.29,unemployed,11,4177191.58,12,28.62,2575855.97,1.767,0,0,0,consumer,0
18,F,Mangystau,306019.0,employed,2,1293957.45,16,12.89,393305.95,1.2852,0,0,2,consumer,0
51,F,Almaty,297847.79,self_employed,26,3492253.38,57,14.71,1518380.11,5.0978,3,1,0,consumer,0
39,F,Nur-Sultan,88679.4,unemployed,8,366389.67,19,25.22,266503.82,3.0052,3,1,0,consumer,0
51,M,Karaganda,77577.4,employed,28,480257.19,57,32.52,275360.65,3.5494,1,0,2,consumer,0
20,M,Turkistan,78169.3,student,0,343305.21,41,31.2,40448.5,0.5174,3,2,0,consumer,0
39,M,Almaty Region,263447.32,employed,16,840736.13,19,29.86,252300.8,0.9577,3,0,0,consumer,0
23,F,Kyzylorda,77674.14,employed,1,344597.98,66,22.16,92457.19,1.1903,2,0,1,consumer,0
55,M,Aktobe,844611.17,employed,32,3454729.31,18,21.37,2200902.9,2.6058,2,2,2,consumer,0
52,M,North Kazakhstan,142926.42,employed,29,872172.05,36,30.71,529577.02,3.7052,4,0,0,consumer,0
27,M,Almaty,963893.4,employed,1,5072178.99,16,5.14,4301323.05,4.4624,2,0,1,auto,0
39,M,Shymkent,768280.48,unemployed,15,1906015.84,14,34.58,1173436.72,1.5274,2,2,0,consumer,0
42,M,Turkistan,88396.27,employed,15,1775831.4,68,15.25,1598948.6,18.0882,1,0,0,auto,0
32,M,Kostanay,129185.56,employed,7,746626.77,31,28.74,259699.54,2.0103,1,1,2,consumer,0
48,M,Nur-Sultan,255748.73,unemployed,22,1713642.54,45,18.88,502642.42,1.9654,1,0,0,consumer,0
19,M,Atyrau,79385.95,employed,0,415475.7,33,17.53,344918.47,4.3448,3,0,0,consumer,0
79,F,West Kazakhstan,79539.04,student,47,133648.67,59,31.91,71594.73,0.9001,2,0,0,consumer,0
28,F,East Kazakhstan,314260.67,employed,5,1633808.27,20,25.28,1136189.87,3.6154,2,0,0,consumer,0
71,M,Nur-Sultan,419262.58,employed,46,5355015.78,57,24.45,4623310.11,11.0272,2,0,0,auto,0
32,F,Almaty,1212098.9,employed,9,7744971.23,32,21.19,1759717.51,1.4518,1,0,0,consumer,0
18,F,Almaty,148506.39,employed,0,709912.61,27,22.27,279645.54,1.883,3,0,2,consumer,0
44,F,Turkistan,103985.73,self_employed,19,721059.35,31,34.46,277708.56,2.6706,3,1,2,consumer,0
26,M,East Kazakhstan,304212.0,employed,6,1321970.67,15,9.96,685935.03,2.2548,0,1,0,consumer,0
42,F,Karaganda,138983.49,employed,20,2226219.78,63,26.03,1618575.74,11.6457,0,0,0,consumer,0
43,M,Nur-Sultan,104525.88,retired,19,518707.2,27,27.92,157598.41,1.5077,3,1,0,consumer,0
50,F,Zhambyl,88621.61,employed,27,488053.13,33,26.32,180676.03,2.0387,0,1,1,consumer,0
34,F,Nur-Sultan,78843.32,employed,9,665797.61,28,12.57,424687.95,5.3864,2,1,2,consumer,0
39,M,Turkistan,75816.89,employed,13,272927.28,27,33.42,61742.68,0.8144,4,1,2,consumer,0
37,M,Almaty,661812.05,self_employed,8,4954974.13,34,15.4,4529503.61,6.8441,0,0,0,auto,0
31,F,Almaty,111946.66,unemployed,5,1783262.73,68,10.77,303386.16,2.7101,1,0,0,consumer,0
27,M,Pavlodar,250975.45,employed,8,3582429.33,59,14.67,2865432.2,11.4171,0,2,0,auto,0
25,F,Almaty,1047648.27,employed,0,2729888.14,15,15.52,1762739.9,1.6826,0,1,0,consumer,0
33,M,Aktobe,193833.44,employed,6,2209631.84,33,26.9,501413.14,2.5868,2,0,0,consumer,1
42,M,Karaganda,81995.1,retired,20,143884.26,39,33.31,118362.44,1.4435,3,0,0,consumer,0
29,M,Pavlodar,81405.65,retired,2,120612.27,26,41.78,21305.06,0.2617,3,0,0,consumer,0
38,F,Nur-Sultan,96528.31,retired,12,399709.05,34,46.48,289947.24,3.0037,0,0,0,consumer,0
46,M,Kostanay,322228.02,unemployed,22,3380629.2,57,23.86,1517792.78,4.7103,3,0,0,consumer,0
23,F,Nur-Sultan,89277.38,student,2,419176.12,43,39.85,71439.03,0.8002,3,5,146,consumer,0
48,F,West Kazakhstan,437379.75,employed,26,2991129.43,30,25.03,2652918.56,6.0655,2,0,1,auto,0
41,F,Almaty,82176.58,employed,20,522791.15,59,21.41,346445.0,4.2158,3,11,350,consumer,0
40,F,Karaganda,432375.19,self_employed,14,2464492.86,14,8.71,562129.07,1.3001,3,0,0,consumer,0
25,M,Nur-Sultan,487943.52,employed,0,3815165.79,50,19.6,3372520.74,6.9117,2,2,0,auto,0
37,F,Shymkent,79794.17,employed,17,356814.69,38,32.88,220992.23,2.7695,1,2,0,consumer,0
44,M,Shymkent,224812.62,self_employed,22,1886936.4,65,24.14,915908.37,4.0741,2,2,0,consumer,0
70,M,Akmola,104238.77,retired,46,908131.91,33,28.47,587644.28,5.6374,3,0,0,consumer,0
32,F,Almaty Region,230214.23,employed,10,2042997.38,41,6.55,1332731.93,5.7891,3,0,0,consumer,0
24,F,Almaty Region,76045.61,retired,1,418604.57,39,24.78,211009.19,2.7747,2,0,0,consumer,0
45,F,Shymkent,144256.47,employed,23,1873967.77,47,18.52,1030131.97,7.1409,2,1,0,consumer,1
37,M,Zhambyl,295584.45,employed,15,1502820.4,12,16.31,209944.56,0.7103,3,0,0,consumer,0
31,M,Nur-Sultan,83671.94,retired,5,689995.85,51,24.1,112666.24,1.3465,2,1,0,consumer,0
73,F,East Kazakhstan,94166.8,employed,43,457197.01,28,38.06,382254.86,4.0593,3,1,2,consumer,0
22,F,Kostanay,80644.92,employed,1,645112.1,52,17.23,505088.56,6.263,4,0,0,consumer,0
27,F,Turkistan,213406.72,employed,1,2279022.45,59,28.24,782683.44,3.6675,1,0,0,consumer,0
22,M,Shymkent,227111.98,employed,1,1378378.75,55,36.38,628016.25,2.7652,0,0,0,consumer,0
51,F,Karaganda,451230.5,employed,30,1832408.45,19,5.15,675861.08,1.4978,4,7,230,consumer,0
20,F,Mangystau,254816.27,employed,0,2704188.33,56,12.6,2316282.92,9.09,1,0,2,auto,0
41,F,Kyzylorda,76269.1,employed,18,1018166.17,61,6.02,476466.11,6.2471,2,0,0,consumer,0
40,M,Akmola,116895.77,employed,12,1030304.87,40,17.06,593429.57,5.0765,3,2,0,consumer,0
22,M,Nur-Sultan,76534.05,student,0,419441.19,37,36.12,300025.73,3.9201,0,0,0,consumer,0
