age,gender,region,monthly_income,employment_status,work_experience,loan_amount,loan_term,interest_rate,current_debt,debt_to_income,number_of_loans,overdue_count,max_days_overdue,loan_purpose,target
42,F,Санкт-Петербург,51920.03,employed,17,403298.39,41,15.29,151605.59,2.9199,4,2,54,consumer,1
36,M,Москва,145237.03,employed,7,644974.87,84,12.97,284140.09,1.9564,1,4,83,consumer,0
29,F,Поволжье,241187.7,employed,9,1488257.76,71,22.91,277135.58,1.149,3,3,48,consumer,0
38,M,Юг России,257300.6,employed,15,1691663.01,73,20.42,276952.24,1.0764,2,0,44,consumer,0
30,M,Урал,183515.39,employed,10,865643.63,46,16.45,301386.9,1.6423,17,1,45,consumer,0
30,F,Дальний Восток,243848.5,employed,5,1725847.3,39,12.75,295256.03,1.2108,8,0,35,consumer,0
37,M,Центральный ФО,232074.43,student,18,1660601.42,37,12.37,226300.87,0.9751,5,3,45,mortgage,1
40,M,Урал,307268.37,employed,2,2228375.59,37,18.61,295410.93,0.9614,13,4,61,business,0
34,M,Центральный ФО,334287.1,employed,8,2115822.9,38,12.74,354896.54,1.0616,6,0,24,consumer,1
45,F,Санкт-Петербург,379356.05,employed,7,1928206.84,27,24.54,289178.74,0.7623,2,3,68,consumer,0
40,M,Москва,173528.23,employed,3,1069838.12,67,13.82,304186.73,1.7529,6,3,53,consumer,1
49,M,Москва,135113.99,employed,8,321958.58,37,20.88,262023.32,1.9393,10,3,63,consumer,1
47,M,Урал,240970.38,employed,8,1603493.72,45,13.47,266532.39,1.1061,12,2,65,consumer,0
48,M,Москва,342939.28,employed,17,1929506.61,73,19.67,236115.88,0.6885,1,3,42,consumer,0
38,F,Дальний Восток,265965.06,employed,7,1860182.65,16,13.1,292038.32,1.098,5,2,65,consumer,0
38,M,Юг России,302438.17,self_employed,7,395119.86,65,27.02,149582.54,0.4946,18,0,15,consumer,0
30,F,Сибирь,188765.88,employed,10,1614463.33,76,26.38,334735.73,1.7733,0,4,53,consumer,0
37,F,Санкт-Петербург,195984.82,employed,11,1317779.77,43,19.03,257459.37,1.3137,7,5,100,business,0
40,M,Юг России,428093.67,self_employed,15,1797375.5,75,20.78,280015.55,0.6541,10,1,48,consumer,0
38,M,Юг России,158733.99,self_employed,6,553714.15,78,12.32,298697.94,1.8817,6,1,52,consumer,0
36,F,Дальний Восток,274396.89,employed,4,1933854.03,40,12.56,264992.05,0.9657,1,2,43,consumer,0
34,F,Поволжье,251367.39,employed,18,1881807.11,54,20.63,305688.19,1.2161,3,3,35,consumer,1
35,F,Дальний Восток,308863.1,employed,19,2336192.57,76,13.17,267455.59,0.8659,9,3,56,consumer,0
33,F,Поволжье,198398.91,employed,14,1281705.27,78,20.11,275066.5,1.3864,1,1,42,consumer,0
42,F,Санкт-Петербург,313965.9,employed,8,2123248.4,37,12.33,234373.14,0.7465,11,3,78,consumer,1
41,M,Москва,178257.33,employed,6,1025351.33,71,12.99,294529.53,1.6523,5,2,53,consumer,1
45,M,Москва,234590.09,employed,12,1552527.42,64,12.35,277996.77,1.185,2,1,60,consumer,0
30,M,Москва,205188.61,employed,7,1158288.58,45,12.76,300602.6,1.465,2,2,57,consumer,0
35,F,Поволжье,187224.08,employed,14,1205769.56,80,19.75,275845.19,1.4733,1,0,40,consumer,0
32,M,Москва,186412.58,employed,10,965319.08,43,20.18,268362.66,1.4396,4,2,41,consumer,0
42,M,Москва,155319.66,employed,19,861965.18,48,12.89,284960.24,1.8347,3,0,67,consumer,0
37,F,Дальний Восток,269895.64,employed,6,1838724.66,39,12.43,287102.91,1.0638,4,2,43,consumer,0
41,M,Юг России,290936.79,self_employed,5,381929.52,64,24.37,153303.35,0.5269,17,0,19,consumer,0
36,F,Дальний Восток,211963.98,employed,2,1548124.27,53,12.66,299869.21,1.4147,3,1,58,consumer,0
47,M,Юг России,129897.5,employed,16,527000.15,84,23.64,279596.91,2.1524,15,3,47,consumer,0
29,M,Москва,215517.25,employed,0,2037399.52,84,12.95,215696.51,1.0008,14,3,38,consumer,0
37,F,Сибирь,293417.42,employed,9,2000399.94,73,11.43,297382.07,1.0135,8,2,53,consumer,0
27,M,Москва,167003.53,employed,3,915410.39,60,20.65,281952.43,1.6883,13,3,83,consumer,0
34,M,Юг России,122285.13,employed,0,328471.81,35,27.89,291211.33,2.3814,16,3,58,consumer,0
36,F,Поволжье,407615.17,employed,14,1123321.1,36,12.81,300320.46,0.7368,7,0,61,consumer,1
38,F,Сибирь,290485.45,employed,11,2007243.64,72,10.44,288799.37,0.9942,7,1,52,consumer,0
35,F,Дальний Восток,313922.91,employed,17,2407816.03,75,12.33,306004.28,0.9748,7,2,58,consumer,0
38,M,Центральный ФО,232788.05,student,15,1826389.46,34,13.08,217017.78,0.9323,7,2,44,mortgage,1
33,F,Поволжье,162264.11,employed,7,789160.34,25,17.91,300812.91,1.8538,3,1,63,business,0
43,M,Москва,177147.04,employed,19,940982.05,54,12.74,291223.38,1.644,2,1,50,consumer,0
39,M,Москва,279123.31,employed,13,2314601.54,71,12.47,333462.16,1.1947,8,2,48,consumer,0
42,M,Москва,240220.83,employed,13,1486792.84,65,11.31,276288.43,1.1501,6,3,62,consumer,0
28,F,Санкт-Петербург,142763.88,employed,0,536069.14,63,15.02,276034.69,1.9335,2,7,171,consumer,0
26,M,Урал,143318.01,employed,2,425858.51,84,27.08,278644.65,1.9442,17,3,54,consumer,0
25,F,Дальний Восток,312421.72,employed,1,2030219.84,39,12.23,296245.23,0.9482,11,1,52,consumer,0
38,M,Центральный ФО,331071.56,employed,5,2123231.68,36,28.67,281284.35,0.8496,5,0,17,consumer,0
41,F,Поволжье,142854.95,employed,15,428700.99,44,11.46,292369.75,2.0466,10,2,63,consumer,1
27,F,Санкт-Петербург,277519.36,employed,11,2358990.26,40,13.9,276432.59,0.9961,1,1,70,consumer,0
35,M,Москва,143359.61,employed,3,595166.25,84,12.96,297764.05,2.077,1,4,81,consumer,0
50,M,Центральный ФО,298925.64,employed,7,2067932.38,29,13.35,280777.93,0.9393,3,3,60,consumer,0
39,F,Сибирь,245796.62,employed,0,1822625.69,38,11.86,275238.08,1.1198,5,2,27,auto,1
42,M,Урал,147583.51,employed,3,647620.66,41,12.68,285248.02,1.9328,5,4,69,consumer,0
46,M,Урал,241975.81,employed,7,1630796.92,43,14.42,288775.88,1.1934,13,3,64,consumer,0
39,M,Урал,253545.0,employed,3,1661117.43,28,19.17,273004.12,1.0767,1,4,48,business,0
30,M,Урал,201661.72,employed,0,2017733.51,22,26.09,400892.06,1.9879,8,1,65,consumer,1
34,M,Урал,248593.23,employed,1,1535965.83,28,18.42,285889.22,1.15,11,0,67,business,0
24,M,Центральный ФО,195196.46,employed,9,1302979.54,27,12.27,286841.88,1.4695,2,2,37,consumer,0
42,F,Дальний Восток,229612.49,employed,18,1739696.33,75,12.06,276001.69,1.202,7,0,25,consumer,0
45,M,Москва,233225.98,employed,12,1375882.16,66,11.14,297193.62,1.2743,6,2,63,consumer,0
51,M,Урал,326078.82,employed,12,975016.15,35,18.1,290340.24,0.8904,9,2,42,consumer,0
31,F,Санкт-Петербург,278434.22,employed,7,1920831.71,37,12.21,284615.26,1.0222,3,1,49,consumer,1
30,M,Москва,283524.78,employed,5,2227016.82,37,22.28,297047.23,1.0477,9,3,55,consumer,0
40,M,Москва,215539.37,employed,16,1447514.53,40,20.08,289159.82,1.3416,7,0,49,consumer,0
41,F,Сибирь,247206.49,employed,2,1813422.95,38,12.54,279009.7,1.1286,6,3,29,auto,1
29,M,Урал,137046.31,employed,2,436750.57,84,27.35,300130.58,2.19,19,4,53,consumer,0
41,M,Москва,122473.59,employed,8,325669.7,62,13.01,264172.21,2.157,1,1,86,auto,0
36,F,Санкт-Петербург,241963.58,unemployed,7,1016554.04,34,21.28,228523.53,0.9445,11,1,13,consumer,1
37,M,Москва,309928.7,employed,11,2305729.83,82,23.28,283689.57,0.9153,1,4,69,consumer,0
39,M,Урал,263576.54,employed,1,1652831.67,24,18.62,300799.46,1.1412,10,4,58,business,0
40,F,Сибирь,221136.88,employed,1,1510109.83,84,30.05,297665.62,1.3461,8,3,82,consumer,0
39,M,Урал,250860.79,employed,0,1675927.0,24,19.34,287736.37,1.147,11,2,59,business,0
40,F,Санкт-Петербург,207074.7,employed,7,1198031.25,74,15.23,286105.96,1.3816,5,2,42,consumer,1
34,F,Дальний Восток,131465.31,employed,16,313367.51,75,27.86,276859.5,2.1059,14,2,67,consumer,0
34,M,Москва,228388.32,retired,13,1720582.16,40,11.71,305334.61,1.3369,9,2,69,consumer,0
44,F,Санкт-Петербург,81752.11,employed,7,407443.08,72,9.77,230653.21,2.8213,7,0,70,consumer,0
52,F,Сибирь,216037.24,employed,10,1999652.24,42,11.46,217707.07,1.0077,1,4,44,consumer,0
47,F,Санкт-Петербург,236593.13,employed,11,1256600.36,73,13.85,314425.82,1.329,4,2,67,consumer,0
44,F,Сибирь,215631.28,employed,5,1492502.8,82,29.09,288222.39,1.3366,6,4,84,consumer,0
36,M,Урал,304349.25,employed,2,2155378.04,26,18.4,272731.82,0.8961,14,3,67,business,0
28,M,Центральный ФО,182021.0,employed,10,1424024.51,26,12.61,286091.68,1.5717,2,2,37,consumer,0
43,M,Урал,298397.91,employed,7,2077046.74,25,18.18,288746.19,0.9677,4,1,62,business,0
39,M,Урал,205377.23,employed,15,800309.8,61,12.15,278214.8,1.3546,1,0,68,consumer,0
41,M,Юг России,286976.17,self_employed,6,391228.77,62,24.47,156077.1,0.5439,20,0,15,consumer,0
49,M,Москва,425496.62,employed,4,1652740.75,76,12.18,349146.34,0.8206,17,0,60,consumer,0
42,M,Урал,318745.11,employed,4,2108730.94,26,17.97,274392.07,0.8608,4,1,62,business,0
40,M,Урал,203960.96,employed,16,853912.64,59,12.59,290581.38,1.4247,0,4,69,consumer,0
44,M,Центральный ФО,203327.25,employed,12,1053772.49,38,15.77,175172.94,0.8615,2,3,40,consumer,1
51,M,Центральный ФО,333675.75,employed,6,2096025.99,28,12.53,294095.37,0.8814,1,4,58,consumer,0
32,M,Москва,228715.87,employed,1,1870060.08,84,12.81,211562.96,0.925,16,0,40,consumer,0
33,F,Поволжье,204389.89,employed,13,1486417.36,66,11.82,282845.18,1.3838,0,3,63,consumer,0
32,F,Дальний Восток,243144.47,employed,5,1906416.76,42,13.41,292426.18,1.2027,5,2,57,consumer,0
41,F,Санкт-Петербург,384582.74,employed,11,1872142.83,31,24.96,298728.97,0.7768,4,2,66,consumer,0
33,F,Сибирь,200935.08,employed,14,1129999.41,66,19.89,293249.18,1.4594,2,2,57,consumer,0
34,M,Урал,438217.07,employed,18,1868269.47,64,20.57,225378.38,0.5143,19,3,49,consumer,1
38,F,Санкт-Петербург,117794.66,employed,6,430423.73,35,15.47,287709.26,2.4424,3,3,106,consumer,0
50,M,Москва,132305.45,employed,9,318336.0,34,21.88,281597.6,2.1284,12,4,64,consumer,1
43,M,Москва,128333.6,employed,4,1925346.29,57,26.19,450371.09,3.5094,13,1,45,consumer,1
27,M,Урал,177994.42,employed,4,1752337.52,82,9.54,355017.09,1.9945,0,2,34,consumer,0
25,M,Урал,244553.88,employed,7,1693552.12,75,13.55,308991.02,1.2635,21,0,66,consumer,0
44,M,Москва,270217.19,employed,15,2412761.41,47,13.2,315589.32,1.1679,3,2,68,consumer,0
43,M,Москва,479930.02,employed,8,2405126.43,20,17.01,352218.86,0.7339,10,0,17,consumer,0
36,M,Центральный ФО,174866.08,employed,1,1137898.57,27,14.57,297546.21,1.7016,10,1,63,consumer,0
44,M,Москва,18589.26,employed,4,173904.07,63,13.59,154026.07,8.2853,15,3,54,consumer,0
38,F,Санкт-Петербург,235389.74,unemployed,11,1060788.21,34,21.02,196753.65,0.8359,8,2,11,consumer,1
48,F,Поволжье,301886.97,employed,11,379078.36,44,13.71,155153.98,0.5139,7,2,46,consumer,1
35,M,Центральный ФО,200477.84,employed,11,1205662.09,34,20.98,281922.04,1.4062,6,1,48,consumer,0
28,F,Санкт-Петербург,140061.52,employed,16,313298.43,41,11.96,294743.34,2.1044,7,0,42,consumer,0
43,F,Дальний Восток,229600.46,employed,18,1751502.23,74,12.59,276798.16,1.2056,6,1,28,consumer,0
32,M,Москва,153033.6,employed,11,726598.94,39,14.97,298993.55,1.9538,4,4,42,consumer,0
41,F,Санкт-Петербург,50495.88,employed,16,379571.35,42,15.42,149768.32,2.9659,4,0,53,consumer,1
25,M,Москва,223472.89,employed,2,1317007.47,36,11.18,445124.73,1.9918,12,1,13,consumer,1
24,M,Юг России,285976.32,employed,14,554918.63,77,23.98,269519.97,0.9425,7,3,68,auto,0
34,F,Сибирь,199127.61,employed,13,1153667.01,68,18.76,281840.81,1.4154,2,2,56,consumer,0
29,M,Урал,276139.04,employed,16,2182941.54,25,12.89,287809.42,1.0423,11,0,66,business,0
43,M,Юг России,149686.33,employed,8,519925.48,82,12.09,282929.63,1.8901,1,1,61,consumer,0
26,M,Урал,118448.71,employed,7,435927.4,75,14.85,292608.74,2.4703,11,0,70,consumer,0
27,F,Санкт-Петербург,239179.62,employed,4,1962238.69,44,14.86,355904.32,1.488,3,0,22,consumer,1
31,F,Дальний Восток,128371.51,employed,16,307507.37,73,27.39,282174.24,2.1981,11,4,69,consumer,0
37,M,Юг России,316214.6,employed,4,2399251.36,83,12.98,292232.99,0.9242,4,2,65,consumer,0
32,M,Центральный ФО,231202.14,employed,0,1734994.87,35,12.79,289935.89,1.254,7,1,30,auto,1
28,M,Москва,197158.37,employed,2,996898.62,44,29.18,278977.69,1.415,12,3,53,consumer,0
37,M,Москва,217458.86,employed,14,1394974.56,73,12.71,293449.64,1.3494,5,2,62,consumer,0
33,F,Санкт-Петербург,163322.06,employed,14,790790.88,35,11.68,279808.21,1.7132,2,1,29,consumer,1
26,M,Москва,179623.27,employed,11,1739864.68,61,16.79,277910.04,1.5472,5,1,38,consumer,0
42,M,Москва,244936.2,employed,3,1804683.58,41,13.08,294074.35,1.2006,4,0,66,consumer,0
40,M,Юг России,109156.49,self_employed,8,305541.7,79,14.38,289778.68,2.6547,18,0,44,auto,0
34,F,Санкт-Петербург,203647.85,employed,12,1293290.87,39,19.54,234479.44,1.1514,7,5,101,business,0
28,M,Москва,159355.11,employed,13,786454.84,41,15.16,307713.72,1.931,4,1,41,consumer,0
39,M,Урал,325256.85,employed,5,652978.97,45,13.7,301120.48,0.9258,3,4,69,consumer,0
37,M,Москва,172459.73,employed,5,1049022.63,67,12.91,276017.9,1.6005,6,3,54,consumer,1
30,F,Дальний Восток,202679.62,employed,13,1372069.13,37,9.79,302913.43,1.4945,2,4,55,consumer,0
36,M,Москва,273091.75,employed,4,1882590.08,82,12.74,286640.08,1.0496,5,3,79,consumer,0
42,F,Сибирь,279289.33,employed,8,2356805.4,8,13.1,293611.11,1.0513,5,1,62,consumer,0
35,F,Поволжье,214721.65,employed,13,1334240.65,52,12.72,297578.46,1.3859,5,2,60,consumer,0
45,M,Центральный ФО,233433.14,employed,5,1581861.03,55,13.05,294896.1,1.2633,2,0,42,consumer,0
31,M,Центральный ФО,139546.01,unemployed,12,423526.12,75,19.55,281167.44,2.0149,1,1,81,consumer,0
27,F,Санкт-Петербург,134485.48,employed,17,315954.21,40,10.5,266532.44,1.9819,5,0,40,consumer,0
41,M,Урал,274046.05,employed,1,1909870.72,59,21.18,228256.73,0.8329,2,10,288,consumer,1
30,M,Москва,184845.08,employed,8,877902.45,42,19.85,288443.68,1.5605,1,4,43,consumer,0
34,F,Поволжье,263956.4,employed,6,488025.8,58,20.45,351861.77,1.333,0,0,54,consumer,1
24,M,Москва,167043.0,employed,3,932960.53,57,20.2,280580.06,1.6797,13,2,84,consumer,0
39,M,Москва,156958.64,employed,19,863192.01,45,12.83,285523.74,1.8191,5,0,67,consumer,0
35,M,Москва,204949.12,employed,15,1399602.53,72,12.75,276890.63,1.351,4,1,59,consumer,0
36,M,Москва,145620.33,employed,4,644707.19,84,13.03,276263.51,1.8971,1,5,83,consumer,0
34,M,Урал,465816.75,employed,17,2100116.12,58,13.62,362281.01,0.7777,17,0,50,consumer,1
37,M,Юг России,300443.98,employed,6,2316466.63,84,12.77,292307.41,0.9729,5,3,69,consumer,0
34,M,Москва,133276.41,employed,14,660729.16,69,11.13,299991.95,2.2509,12,3,127,consumer,0
21,M,Юг России,301778.94,employed,2,1969362.74,34,9.71,296125.31,0.9813,18,2,66,consumer,1
33,F,Поволжье,171456.74,employed,10,847483.78,28,18.18,286170.85,1.669,1,3,64,business,0
37,M,Юг России,166797.29,employed,1,1266738.84,76,24.55,293091.99,1.7572,0,0,65,consumer,0
42,M,Урал,331044.86,employed,8,640598.86,44,12.23,284027.49,0.858,3,2,69,consumer,0
38,M,Москва,320782.74,employed,10,2277806.72,82,21.98,270507.84,0.8433,0,4,68,consumer,0
42,M,Урал,278302.69,employed,6,610495.85,22,12.47,282012.59,1.0133,8,2,67,consumer,0
45,M,Урал,238404.18,employed,8,1550595.85,46,13.7,293112.31,1.2295,11,3,65,consumer,0
26,M,Урал,122817.2,employed,9,430086.9,72,13.82,286744.59,2.3347,9,2,68,consumer,0
34,F,Санкт-Петербург,152382.36,employed,11,741229.37,34,10.5,282854.49,1.8562,6,1,27,consumer,1
31,M,Москва,151527.4,employed,15,734899.2,40,15.95,279656.08,1.8456,5,3,41,consumer,0
34,M,Центральный ФО,252868.08,employed,18,1743862.18,34,12.19,282491.38,1.1171,4,4,39,consumer,1
44,F,Поволжье,147190.18,employed,14,420622.87,43,11.25,274806.1,1.867,9,4,64,consumer,1
37,M,Центральный ФО,248655.49,employed,15,1753816.55,37,12.82,295573.54,1.1887,2,2,41,consumer,1
41,M,Москва,182014.35,employed,18,964041.8,54,13.36,287315.58,1.5785,2,2,52,consumer,0
39,M,Урал,259819.71,employed,6,1659966.32,25,18.26,282354.72,1.0867,2,2,51,business,0
30,F,Дальний Восток,246121.28,self_employed,0,1891312.12,38,12.45,296126.76,1.2032,14,2,46,auto,1
27,M,Москва,165833.74,employed,3,608885.03,33,10.0,284316.62,1.7145,12,0,61,refinance,0
49,F,Санкт-Петербург,223163.07,employed,12,1418753.38,71,13.49,276027.85,1.2369,4,0,67,consumer,0
46,M,Урал,252249.53,employed,14,1751517.04,64,14.68,285777.92,1.1329,4,0,25,consumer,0
49,M,Москва,428890.4,employed,4,1646701.5,75,13.07,348745.88,0.8131,16,0,62,consumer,0
31,M,Юг России,298903.05,employed,5,1977529.56,58,19.8,294543.81,0.9854,12,4,67,consumer,1
26,M,Урал,214401.78,employed,7,1384713.13,37,9.6,292653.49,1.365,0,1,48,consumer,0
34,M,Центральный ФО,355422.33,employed,7,2050386.2,36,26.81,288417.61,0.8115,5,0,18,consumer,0
42,M,Москва,209838.61,employed,15,1480068.34,43,19.13,293905.83,1.4006,7,4,53,consumer,0
44,M,Юг России,202491.6,employed,7,1307734.96,42,21.32,290959.08,1.4369,11,1,65,consumer,0
27,F,Санкт-Петербург,250173.95,employed,8,1839640.57,41,15.87,358902.48,1.4346,6,0,20,consumer,1
31,M,Центральный ФО,243043.43,employed,0,1822760.65,38,12.51,297062.05,1.2223,9,2,29,auto,1
27,F,Санкт-Петербург,297371.71,employed,10,2274749.93,43,14.48,295234.57,0.9928,0,0,67,consumer,0
36,M,Юг России,167068.01,employed,0,1334637.39,76,24.14,293310.46,1.7556,0,1,64,consumer,0
32,M,Москва,150249.58,employed,13,719478.27,39,15.59,286229.72,1.905,3,0,41,consumer,0
28,F,Санкт-Петербург,290722.96,employed,13,2372705.9,41,14.31,290040.81,0.9977,2,3,67,consumer,0
40,M,Москва,189571.33,employed,15,961829.88,56,13.01,288534.44,1.522,4,2,54,consumer,0
45,M,Центральный ФО,204395.78,employed,12,1102953.86,38,15.9,186046.66,0.9102,0,0,39,consumer,1
31,F,Поволжье,191577.05,employed,11,1312305.44,81,20.61,272595.8,1.4229,4,2,42,consumer,0
49,M,Москва,443050.22,employed,3,1578863.47,72,12.81,363701.97,0.8209,17,2,61,consumer,0
38,M,Юг России,106054.87,self_employed,6,325078.85,77,13.55,288297.82,2.7184,19,3,44,auto,0
40,F,Санкт-Петербург,129632.48,employed,8,412341.58,34,15.97,275800.69,2.1275,4,4,109,consumer,0
46,F,Сибирь,300505.48,employed,12,2146731.28,34,12.48,294429.47,0.9798,3,3,49,consumer,1
34,F,Поволжье,310264.26,employed,1,1565140.56,59,26.63,400110.88,1.2896,7,1,67,consumer,1
40,M,Москва,337286.16,employed,11,2256201.52,84,21.35,285764.42,0.8472,4,3,69,consumer,0
30,M,Москва,194840.01,employed,10,924692.81,45,19.01,288007.51,1.4782,1,0,40,consumer,0
49,M,Москва,346719.33,employed,14,1831789.47,71,21.77,225373.55,0.65,0,3,46,consumer,0
29,F,Сибирь,125769.2,employed,15,329991.88,59,9.75,279454.88,2.2219,4,1,53,consumer,1
42,M,Москва,144449.83,employed,0,1980119.64,56,25.23,411756.31,2.8505,13,2,45,consumer,1
35,F,Поволжье,273593.07,employed,7,485131.48,57,19.62,374408.75,1.3685,2,1,50,consumer,1
42,M,Урал,153522.65,employed,3,645814.45,40,12.77,304101.56,1.9808,6,0,66,consumer,0
38,M,Центральный ФО,193487.35,employed,3,1140367.43,28,13.88,298960.17,1.5451,9,4,62,consumer,0
38,F,Сибирь,243131.97,employed,5,1629548.47,58,12.45,252667.49,1.0392,3,5,228,consumer,0
35,M,Центральный ФО,241060.5,employed,18,1799696.56,38,11.95,284113.51,1.1786,6,3,38,consumer,1
34,M,Москва,258370.0,retired,13,1836258.3,42,11.48,289934.24,1.1222,9,4,66,consumer,0
35,M,Юг России,319208.19,employed,3,2325240.82,84,13.31,279613.52,0.876,4,4,69,consumer,0
34,M,Москва,212752.72,employed,14,1365668.98,73,12.36,294608.17,1.3847,4,4,61,consumer,0
42,F,Дальний Восток,213927.6,employed,1,1384783.51,28,19.14,295566.29,1.3816,17,0,43,consumer,0
38,M,Юг России,255033.12,employed,13,1770770.81,70,19.41,287405.74,1.1269,1,4,46,consumer,0
32,M,Юг России,303111.16,employed,8,2030288.17,58,18.49,290526.45,0.9585,11,3,67,consumer,1
33,F,Дальний Восток,217051.22,employed,5,1438975.82,50,12.8,299654.27,1.3806,3,0,57,consumer,0
27,M,Урал,113549.66,employed,10,428221.37,74,13.93,286281.57,2.5212,12,4,68,consumer,0
47,F,Санкт-Петербург,128396.93,employed,4,420810.09,28,14.27,299602.67,2.3334,10,0,58,consumer,0
36,F,Сибирь,306088.83,employed,11,2023435.09,74,11.99,290406.78,0.9488,5,1,53,consumer,0
38,M,Юг России,309915.45,employed,3,2371124.97,82,12.39,281707.56,0.909,5,0,68,consumer,0
35,F,Поволжье,237071.6,employed,14,1845729.76,52,21.81,280969.32,1.1852,3,1,34,consumer,1
33,F,Поволжье,213586.87,employed,15,1450061.42,52,12.66,270435.13,1.2662,4,3,60,consumer,0
38,M,Москва,260251.45,employed,18,1828941.65,36,11.35,411531.92,1.5813,10,1,24,consumer,1
37,F,Поволжье,257156.73,employed,16,1819622.7,54,21.59,275701.14,1.0721,3,2,33,consumer,1
28,M,Москва,150891.69,employed,12,747841.94,43,16.16,283256.88,1.8772,3,0,42,consumer,0
28,M,Москва,316369.56,employed,10,2380934.16,59,15.02,282991.52,0.8945,7,3,83,consumer,0
40,F,Сибирь,263147.77,employed,0,1768336.17,37,12.66,287971.94,1.0943,6,2,26,auto,1
30,M,Юг России,250212.45,self_employed,5,1762939.79,84,9.58,293589.46,1.1734,15,3,61,consumer,0
34,M,Урал,450260.89,employed,17,1921304.1,55,13.88,357396.19,0.7938,15,3,50,consumer,1
39,F,Санкт-Петербург,250483.26,employed,1,2003176.15,64,15.2,279840.28,1.1172,7,4,95,consumer,0
37,M,Урал,315368.78,employed,9,2183533.66,28,19.18,279704.52,0.8869,8,3,44,consumer,0
25,M,Центральный ФО,195024.42,employed,11,1307778.13,28,12.37,283700.52,1.4547,2,3,40,consumer,0
41,M,Юг России,400787.75,self_employed,14,1897417.54,75,21.87,283293.9,0.7068,11,3,48,consumer,0
35,F,Дальний Восток,211765.91,employed,4,1446460.61,51,13.35,291423.66,1.3762,0,4,61,consumer,0
35,F,Дальний Восток,279772.41,employed,14,2209903.66,58,12.26,278790.57,0.9965,7,3,54,consumer,0
47,M,Урал,223732.88,employed,7,867144.52,56,23.43,292535.79,1.3075,15,5,88,consumer,0
32,F,Санкт-Петербург,296952.82,employed,8,2052039.69,35,13.07,287916.1,0.9696,0,0,48,consumer,1
28,M,Москва,290925.1,employed,7,2317816.92,36,20.01,292555.39,1.0056,9,3,53,consumer,0
27,M,Центральный ФО,190019.6,employed,9,1391804.63,27,12.44,298766.82,1.5723,5,3,38,consumer,0
26,F,Санкт-Петербург,242855.79,employed,4,1864348.48,40,15.44,325036.78,1.3384,4,0,20,consumer,1
49,F,Санкт-Петербург,234655.94,employed,14,1341108.74,71,13.87,272167.06,1.1599,5,4,68,consumer,0
33,F,Поволжье,212694.46,employed,15,1403824.29,54,12.02,301360.68,1.4169,6,3,61,consumer,0
28,M,Юг России,257857.21,self_employed,3,1787838.96,84,10.26,281137.28,1.0903,12,0,62,consumer,0
44,F,Санкт-Петербург,370582.97,employed,10,2015381.2,31,24.14,291554.42,0.7867,1,3,65,consumer,0
41,F,Санкт-Петербург,243423.78,employed,11,1612817.15,36,16.94,289540.54,1.1894,10,4,59,consumer,1
29,F,Сибирь,117757.74,employed,12,335753.02,59,10.58,291124.63,2.4722,5,1,53,consumer,1
38,M,Юг России,304686.3,self_employed,4,378044.92,64,24.9,149914.93,0.492,17,1,17,consumer,0
42,M,Юг России,306642.53,self_employed,7,379840.37,66,22.81,145057.9,0.4731,20,2,17,consumer,0
34,M,Урал,257848.63,employed,0,1750350.17,27,18.46,276889.2,1.0738,13,3,67,business,0
44,M,Москва,289078.62,employed,19,2411557.71,47,12.22,276055.6,0.9549,5,1,67,consumer,0
46,M,Центральный ФО,219204.97,employed,5,1781039.2,55,13.69,286910.31,1.3089,2,1,42,consumer,0
42,F,Сибирь,215268.81,employed,5,1673244.93,33,22.33,336187.33,1.5617,3,2,85,consumer,1
36,F,Санкт-Петербург,248106.87,employed,2,1921346.21,65,14.7,274830.09,1.1077,8,3,95,consumer,0
30,M,Урал,171335.01,employed,9,834760.57,45,16.89,269143.48,1.5709,17,0,42,consumer,0
39,F,Дальний Восток,290213.27,employed,6,1854086.91,16,13.2,271225.16,0.9346,5,2,64,consumer,0
44,F,Дальний Восток,232175.53,employed,2,1397485.45,27,17.47,276966.67,1.1929,15,3,41,consumer,0
26,M,Москва,325781.14,employed,14,2288333.47,58,15.24,293221.06,0.9001,9,4,85,consumer,0
44,F,Дальний Восток,250755.28,employed,0,1390082.15,26,18.7,287784.34,1.1477,16,2,41,consumer,0
29,F,Санкт-Петербург,304558.93,employed,12,2389357.91,43,15.19,283497.21,0.9308,1,1,70,consumer,0
28,M,Москва,173624.5,employed,10,623726.16,69,19.82,287182.32,1.654,0,2,47,consumer,0
39,F,Поволжье,181999.68,employed,3,920066.74,69,13.35,292262.85,1.6058,0,9,263,consumer,0
33,M,Урал,429916.05,employed,14,1825614.68,66,20.42,215874.93,0.5021,21,1,49,consumer,1
37,M,Москва,148792.74,employed,4,630898.25,84,13.05,303640.47,2.0407,3,4,80,consumer,0
39,M,Урал,201103.68,employed,18,855104.53,58,12.35,294716.69,1.4655,4,3,67,consumer,0
38,F,Дальний Восток,265103.6,employed,15,2069839.18,61,12.51,293795.32,1.1082,7,4,55,consumer,0
38,M,Москва,261243.9,employed,4,1818966.74,84,12.61,277505.64,1.0622,4,1,79,consumer,0
51,M,Юг России,134162.65,employed,14,537054.76,83,24.58,285296.49,2.1265,17,1,50,consumer,0
26,M,Урал,138994.44,employed,2,400875.94,83,26.02,286546.99,2.0616,18,4,52,consumer,0
