age,gender,region,monthly_income,employment_status,work_experience,loan_amount,loan_term,interest_rate,current_debt,debt_to_income,number_of_loans,overdue_count,max_days_overdue,loan_purpose,target,monthly_payment_approx,payment_to_income,credit_burden_index,has_overdue_history,is_high_interest
44,M,Nur-Sultan,435740.06,employed,18,1758456.2,27,35.88,410898.13,0.943,0,2,1,consumer,0,95834.92,0.2199,2.3554,1,1
39,F,Kostanay,80878.13,employed,9,493057.08,67,5.02,81599.17,1.0089,2,2,0,consumer,0,8453.77,0.1045,3.1426,1,0
69,M,Kostanay,77455.22,student,42,143642.61,49,26.69,97345.84,1.2568,0,9,288,consumer,1,4842.96,0.0625,1.9059,1,1
65,F,Almaty,232834.01,employed,42,2761235.68,64,15.9,2143986.64,9.2082,2,0,0,auto,0,64261.28,0.276,13.3589,0,0
49,F,Almaty Region,136035.38,employed,21,956049.69,43,18.6,285058.03,2.0955,2,0,0,consumer,1,30625.82,0.2251,4.5552,0,1
54,M,North Kazakhstan,147271.17,employed,28,860465.23,34,32.64,540595.45,3.6707,1,0,0,consumer,0,39108.18,0.2656,5.7157,0,1
52,M,Almaty,75591.23,retired,28,557398.43,30,36.24,227625.21,3.0112,3,2,0,consumer,0,28511.62,0.3772,5.592,1,1
27,F,Pavlodar,77815.19,retired,0,114951.34,24,20.03,89717.33,1.1529,0,0,0,consumer,0,5852.23,0.0752,1.67,0,1
47,M,Kostanay,120144.64,unemployed,23,1078511.02,38,19.76,544915.94,4.5355,0,0,0,consumer,0,38407.32,0.3197,7.6773,0,1
31,F,Shymkent,193292.19,self_employed,4,1871079.24,27,9.54,202153.52,1.0458,2,0,2,consumer,1,77276.7,0.3998,4.4338,0,0
52,M,Akmola,81813.52,employed,25,824790.7,50,18.45,414881.99,5.071,2,0,0,consumer,0,23761.37,0.2904,8.5994,0,1
48,M,Karaganda,80395.81,employed,18,217577.03,59,18.24,80900.26,1.0063,2,2,0,consumer,0,5611.41,0.0698,1.9535,1,1
53,M,Almaty,171468.4,self_employed,25,791340.06,26,25.82,400113.19,2.3334,1,0,0,consumer,0,40057.33,0.2336,3.9487,0,1
43,M,Turkistan,83010.54,student,19,728261.14,74,23.79,216113.66,2.6034,1,0,0,consumer,0,18846.76,0.227,5.674,0,1
40,F,North Kazakhstan,79921.36,self_employed,17,891417.49,53,26.08,509864.51,6.3795,2,0,0,consumer,0,28489.14,0.3565,10.2832,0,1
18,M,Zhambyl,114687.99,employed,0,489280.02,22,22.67,382188.65,3.3324,3,1,0,consumer,0,27387.34,0.2388,4.8255,1,1
39,M,Almaty,362025.81,employed,17,5895516.77,50,15.03,4857314.07,13.417,3,1,0,auto,0,159373.06,0.4402,19.1167,1,0
32,M,East Kazakhstan,124679.24,retired,5,775523.92,69,44.04,283826.36,2.2764,0,0,0,consumer,0,31043.43,0.249,4.4535,0,1
38,F,Mangystau,76273.29,self_employed,16,593793.59,37,18.77,471003.53,6.1751,2,0,1,consumer,0,21259.68,0.2787,8.8999,0,1
54,M,Karaganda,704738.17,employed,33,7511667.0,50,20.39,6766258.96,9.6011,3,2,2,auto,0,224180.27,0.3181,13.3317,1,1
45,F,Almaty Region,78635.88,employed,17,754802.53,64,9.23,189326.76,2.4076,4,0,0,consumer,1,14978.24,0.1905,5.7671,0,0
25,F,Aktobe,168952.77,self_employed,0,1541364.95,41,21.84,997455.09,5.9037,3,0,2,consumer,0,53674.95,0.3177,9.0968,0,1
35,M,Atyrau,151699.79,employed,10,1308300.66,45,28.98,201255.61,1.3267,2,2,1,consumer,0,47995.21,0.3164,4.3451,1,1
34,M,West Kazakhstan,763628.05,student,11,3411846.55,27,31.64,3353500.78,4.3915,0,0,1,auto,0,178227.71,0.2334,5.9553,0,1
35,F,Zhambyl,78508.91,employed,14,339845.73,48,32.42,46709.95,0.595,0,1,0,consumer,0,12719.42,0.162,2.11,1,1
42,M,Nur-Sultan,115574.91,employed,18,742255.71,33,22.61,214358.16,1.8547,1,0,0,consumer,0,30409.91,0.2631,4.1025,0,1
37,F,Nur-Sultan,135338.52,employed,12,764158.15,18,10.1,179212.48,1.3242,2,2,0,consumer,0,45928.3,0.3394,3.3004,1,0
36,F,Shymkent,79553.36,employed,17,383733.8,35,31.05,236584.69,2.9739,3,1,0,consumer,0,16799.75,0.2112,4.6621,1,1
26,M,Kyzylorda,98145.36,employed,0,716292.71,35,14.74,206047.77,2.0994,0,0,0,consumer,0,25302.52,0.2578,4.6538,0,0
43,F,Akmola,727253.54,employed,16,5944707.24,68,29.86,1564735.1,2.1516,0,1,0,consumer,0,182170.72,0.2505,5.0125,1,1
50,F,East Kazakhstan,153603.38,employed,21,1398219.88,63,19.24,702372.22,4.5726,3,0,0,consumer,1,35421.96,0.2306,7.7586,0,1
38,F,Almaty,127292.34,unemployed,16,1300022.77,53,14.6,782155.89,6.1445,1,2,0,consumer,0,33425.2,0.2626,9.719,1,0
40,F,Nur-Sultan,99115.89,retired,12,386379.34,34,46.41,305526.85,3.0825,2,1,2,consumer,0,20617.79,0.208,4.4469,1,1
45,F,Mangystau,599496.28,employed,23,1812192.91,13,20.51,1606913.82,2.6804,1,8,268,auto,0,156642.27,0.2613,3.7384,1,1
35,M,Almaty,169798.28,self_employed,7,1798422.12,55,14.48,1273749.19,7.5015,1,0,0,consumer,0,44930.39,0.2646,11.2085,0,0
33,M,North Kazakhstan,364381.51,retired,11,3502952.7,71,25.55,3025263.96,8.3024,3,0,0,auto,0,96120.49,0.2638,11.6671,0,1
40,F,West Kazakhstan,79190.53,self_employed,12,632333.69,46,21.09,163374.23,2.063,0,0,2,consumer,0,20157.84,0.2545,4.8577,0,1
43,F,Kostanay,378273.48,employed,14,1808450.15,15,12.91,628080.73,1.6604,0,0,1,consumer,0,131198.8,0.3468,3.3337,0,0
67,M,Shymkent,129142.87,self_employed,42,961372.47,49,32.84,364298.76,2.8209,1,0,0,consumer,0,35861.16,0.2777,5.4263,0,1
23,F,Akmola,281438.12,unemployed,2,927556.39,17,13.35,629492.18,2.2367,3,1,0,consumer,0,60186.25,0.2139,3.3902,1,0
30,F,Karaganda,195506.46,student,11,687120.27,17,39.51,244722.68,1.2517,3,2,2,consumer,0,53425.39,0.2733,2.4818,1,1
19,F,Almaty,223980.99,employed,2,1496377.82,20,28.72,971069.93,4.3355,1,0,0,consumer,0,95023.84,0.4242,6.6738,0,1
48,F,Almaty,81233.9,employed,23,294912.12,53,21.62,187487.98,2.308,4,0,0,consumer,0,8683.94,0.1069,3.5786,0,1
23,F,Almaty Region,79307.25,student,0,237200.43,56,30.56,55834.07,0.704,0,1,1,consumer,0,7996.32,0.1008,1.7508,1,1
23,F,Pavlodar,89764.32,employed,3,1038480.6,50,24.31,437427.87,4.873,2,6,115,consumer,0,33227.51,0.3702,8.9221,1,1
18,M,Almaty,197360.3,self_employed,2,1437478.57,28,9.26,1155984.36,5.8572,2,0,1,consumer,0,57281.43,0.2902,8.4064,0,0
19,M,East Kazakhstan,1472988.49,self_employed,0,8604319.64,28,12.26,7721184.8,5.2418,1,0,0,auto,0,354900.15,0.2409,7.2863,0,0
55,F,Kyzylorda,317786.53,retired,32,1334684.84,28,39.13,447921.26,1.4095,1,1,2,consumer,0,73416.81,0.231,2.8795,1,1
18,F,Atyrau,157481.02,self_employed,2,3157024.76,64,17.11,816522.08,5.1849,2,0,0,consumer,0,75539.58,0.4797,12.2013,0,0
31,M,Karaganda,135762.0,self_employed,5,503753.26,22,47.6,115883.42,0.8536,1,1,0,consumer,0,34748.15,0.2559,2.1523,1,1
23,F,Turkistan,77160.78,retired,2,150797.61,65,24.08,111227.94,1.4415,0,0,0,consumer,0,4173.11,0.0541,2.1255,0,1
41,M,Nur-Sultan,203017.16,self_employed,21,2985697.34,55,18.99,835328.9,4.1146,0,0,1,consumer,0,81696.79,0.4024,9.2618,0,1
18,F,Almaty,76853.5,retired,1,543437.58,56,13.26,109279.57,1.4219,0,0,2,consumer,0,13066.29,0.17,3.8967,0,0
57,F,Pavlodar,80793.88,self_employed,35,260354.43,63,12.69,118650.8,1.4685,2,0,2,consumer,0,5682.0,0.0703,2.5964,0,0
25,M,Almaty,80438.55,employed,1,241712.66,48,43.01,76014.64,0.945,1,0,1,consumer,0,10622.97,0.1321,1.9967,0,1
24,M,Zhambyl,79316.32,employed,0,958960.02,66,32.57,426376.15,5.3756,0,0,1,consumer,0,31387.67,0.3957,9.6071,0,1
44,F,Almaty Region,317174.63,self_employed,22,2750259.26,55,22.86,1786032.91,5.6311,1,0,2,consumer,0,81127.89,0.2558,8.6659,0,1
38,M,Almaty,84435.57,student,17,608213.2,63,29.47,146410.97,1.734,1,1,2,consumer,0,19072.95,0.2259,4.2551,1,1
31,M,Zhambyl,81618.8,student,6,839926.05,57,29.74,533057.31,6.531,0,0,0,consumer,1,27671.02,0.339,10.1327,0,1
41,M,Almaty Region,114823.59,employed,19,845675.8,41,29.77,588576.49,5.1259,2,1,0,consumer,0,33098.67,0.2883,7.7036,1,1
39,F,Almaty Region,81188.75,employed,19,458325.83,42,33.05,254686.01,3.1369,3,0,0,consumer,0,18548.73,0.2285,5.1127,0,1
31,M,Zhambyl,360276.82,employed,4,1036815.78,13,24.74,499488.27,1.3864,4,1,1,consumer,0,91734.26,0.2546,2.3936,1,1
52,M,Pavlodar,81546.05,employed,33,185011.6,14,9.94,117467.63,1.4405,3,0,2,consumer,0,14050.77,0.1723,2.2346,0,0
39,F,Turkistan,354867.35,employed,17,1289180.62,19,32.03,165154.11,0.4654,2,2,0,consumer,1,87387.58,0.2463,1.7369,1,1
38,M,Aktobe,509108.91,employed,15,3096029.87,44,25.24,2566061.82,5.0403,0,0,1,consumer,0,108563.63,0.2132,7.1687,0,1
35,F,East Kazakhstan,488041.13,unemployed,13,6178431.59,51,24.73,1055539.96,2.1628,3,2,2,consumer,0,196897.89,0.4034,6.5937,1,1
46,F,Karaganda,235617.16,employed,23,2365004.87,55,12.4,1982110.64,8.4124,2,2,0,consumer,0,56586.47,0.2402,11.9255,1,0
50,F,Karaganda,86206.98,employed,27,886069.75,45,30.93,280279.39,3.2512,1,1,0,consumer,0,33495.66,0.3885,6.8486,1,1
51,M,Almaty,78589.36,retired,24,657784.13,43,38.41,75589.86,0.9618,1,2,0,consumer,0,28375.49,0.3611,3.8912,1,1
45,F,Almaty,289246.19,employed,21,3033045.44,54,10.81,2459998.62,8.5048,0,2,0,auto,0,71179.81,0.2461,12.1749,1,0
41,M,Aktobe,277332.94,employed,13,1271424.42,16,22.36,387331.14,1.3966,4,10,284,consumer,0,92629.85,0.334,3.0012,1,1
43,F,Almaty Region,82614.52,employed,19,616531.59,52,20.9,109146.75,1.3211,5,1,2,consumer,0,18121.14,0.2193,3.9331,1,1
39,F,Pavlodar,80367.52,employed,17,458615.95,46,26.02,285568.84,3.5532,4,0,0,consumer,0,15854.54,0.1973,5.5505,0,1
37,M,Shymkent,178946.02,employed,10,1757346.56,49,5.16,737733.23,4.1226,3,0,1,consumer,0,39851.86,0.2227,7.5598,0,0
29,M,Mangystau,170182.54,self_employed,7,1362059.3,36,43.85,963232.14,5.66,3,1,2,consumer,0,68623.59,0.4032,8.4612,1,1
33,M,Zhambyl,605571.15,employed,7,6112223.03,62,19.34,5454690.18,9.0075,1,0,0,auto,0,156638.02,0.2587,12.5402,0,1
31,M,Zhambyl,79465.49,employed,5,1043590.55,66,31.13,418686.83,5.2687,2,2,0,consumer,0,33195.8,0.4177,9.8651,1,1
36,M,Mangystau,78133.4,retired,6,111915.4,44,34.04,78842.91,1.0091,3,0,0,consumer,0,4484.44,0.0574,1.5104,0,1
35,M,West Kazakhstan,299500.65,employed,10,1304842.04,26,32.98,643086.37,2.1472,1,0,0,consumer,0,70892.85,0.2367,3.672,0,1
35,F,Kostanay,1003900.76,employed,12,5193535.47,40,40.11,2249464.97,2.2407,0,2,0,consumer,0,237291.65,0.2364,4.0514,1,1
37,F,Turkistan,218296.83,employed,17,1664552.77,27,27.29,1340770.99,6.1419,5,0,0,consumer,1,83179.46,0.381,8.8107,0,1
42,M,Aktobe,287586.56,employed,17,2745443.65,50,22.91,1811261.77,6.2981,3,0,0,consumer,0,85708.9,0.298,9.6394,0,1
49,M,Almaty,82113.59,employed,24,373668.5,48,37.97,280141.2,3.4116,2,7,160,consumer,0,15240.17,0.1856,5.0043,1,1
51,M,Shymkent,1006862.43,employed,25,3872914.9,21,25.09,3226841.36,3.2048,0,2,1,auto,0,229757.12,0.2282,4.5511,1,1
37,F,East Kazakhstan,123233.49,employed,12,1258248.44,58,28.03,219560.41,1.7816,1,1,0,consumer,0,39827.58,0.3232,5.3552,1,1
46,M,Almaty Region,851910.84,employed,22,5168417.16,54,30.44,787642.67,0.9246,0,0,0,consumer,0,176820.15,0.2076,3.048,0,1
35,F,Turkistan,77722.83,self_employed,11,200245.23,42,19.94,122336.37,1.574,1,0,0,consumer,0,6661.36,0.0857,2.4757,0,1
59,M,Kyzylorda,211373.06,employed,34,1184347.61,47,37.34,964468.55,4.5629,0,0,1,consumer,0,48292.63,0.2285,6.5239,0,1
39,F,Kostanay,135346.91,employed,14,854346.13,20,31.79,382341.72,2.8249,2,2,0,consumer,0,55579.03,0.4106,5.0342,1,1
49,M,Almaty,154778.45,employed,28,2336520.17,61,12.89,2118588.7,13.6878,3,1,2,consumer,0,52411.61,0.3386,18.9713,1,0
42,F,Shymkent,105104.06,unemployed,17,728764.84,44,29.84,195401.79,1.8591,2,2,0,consumer,1,27430.1,0.261,4.2859,1,1
45,F,Almaty Region,437018.22,employed,19,3823777.26,70,27.06,548131.01,1.2542,0,0,1,consumer,0,109137.84,0.2497,4.3166,0,1
50,F,Shymkent,88097.32,employed,25,373230.97,20,17.93,110336.12,1.2524,2,0,0,consumer,0,21726.61,0.2466,2.7352,0,0
49,M,Nur-Sultan,95808.9,employed,25,617343.05,43,24.03,495247.76,5.1691,0,0,0,consumer,0,21549.08,0.2249,7.4243,0,1
79,M,Almaty Region,80463.25,self_employed,43,377137.85,41,19.19,54843.26,0.6816,4,0,0,consumer,0,12612.01,0.1567,2.322,0,1
37,M,Aktobe,80565.25,employed,15,323979.09,24,23.95,171241.59,2.1255,3,2,1,consumer,0,17121.05,0.2125,3.5329,1,1
51,F,Kyzylorda,77111.12,retired,27,67158.19,18,35.12,11167.44,0.1448,4,0,2,consumer,0,4852.76,0.0629,0.4496,0,1
48,F,Almaty Region,83271.66,employed,25,449966.12,15,7.73,222656.69,2.6738,0,2,1,consumer,0,31566.78,0.3791,4.5651,1,0
31,M,Turkistan,186502.43,employed,9,1696143.04,72,22.12,567114.71,3.0408,2,2,0,consumer,0,42738.4,0.2292,6.2238,1,1
50,M,Almaty,79953.54,student,23,287376.8,60,37.68,148024.57,1.8514,0,3,119,consumer,0,10697.2,0.1338,3.1093,1,1
41,M,Turkistan,741367.86,employed,16,2597163.6,16,23.68,1667918.65,2.2498,2,0,0,consumer,0,190877.6,0.2575,3.4759,0,1
21,F,Pavlodar,1499276.36,employed,1,3487751.68,11,14.34,1024406.63,0.6833,1,0,0,consumer,0,340252.1,0.2269,1.4975,0,0
52,M,Shymkent,1001093.42,employed,22,3731726.47,25,26.2,3409786.3,3.4061,1,2,1,auto,0,195279.19,0.1951,4.7107,1,1
47,F,Kyzylorda,262160.81,employed,17,1669289.18,19,19.01,1507169.6,5.749,1,0,0,auto,0,102430.69,0.3907,7.9776,0,1
39,F,East Kazakhstan,450110.09,student,13,4337604.09,43,39.41,4030905.25,8.9554,1,0,0,auto,0,189736.58,0.4215,12.3282,0,1
44,F,Pavlodar,344372.38,employed,20,1884021.7,45,31.83,406162.28,1.1794,0,0,0,consumer,0,72203.01,0.2097,3.0942,0,1
20,M,North Kazakhstan,99168.09,unemployed,1,1102595.3,48,22.87,839467.5,8.465,3,2,0,consumer,0,35261.32,0.3556,12.3564,1,1
46,F,Karaganda,79012.07,self_employed,17,498641.21,68,14.25,235876.69,2.9853,2,0,0,consumer,0,10729.02,0.1358,5.1941,0,0
59,F,Pavlodar,79192.53,employed,36,587598.22,64,13.18,110293.46,1.3927,0,0,2,consumer,0,12831.4,0.162,3.9896,0,0
23,F,Almaty,121010.21,retired,2,789754.99,51,43.68,579003.77,4.7847,1,0,0,consumer,0,34282.87,0.2833,7.0689,0,1
38,M,East Kazakhstan,174218.41,employed,13,1551718.99,32,28.01,1255449.02,7.2061,0,2,0,consumer,0,69373.41,0.3982,10.3235,1,1
62,M,West Kazakhstan,76423.18,self_employed,32,552072.01,31,33.25,441757.26,5.7803,0,1,0,consumer,0,26770.23,0.3503,8.3087,1,1
37,M,Shymkent,80231.17,self_employed,12,483529.18,70,27.17,67703.86,0.8438,1,0,1,consumer,0,13833.95,0.1724,2.9532,0,1
24,M,Almaty,490612.16,employed,2,6007566.94,45,11.95,3199271.89,6.521,0,0,0,consumer,0,166293.51,0.339,10.8067,0,0
45,M,Almaty,81003.36,employed,22,549965.9,29,23.66,326568.83,4.0315,0,0,2,consumer,0,25081.37,0.3096,6.4078,0,1
26,M,Karaganda,92851.02,employed,2,496665.74,35,16.66,167485.72,1.8038,2,1,1,consumer,0,18012.64,0.194,3.6759,1,0
38,F,East Kazakhstan,94978.88,employed,15,494498.88,28,24.13,231631.6,2.4387,0,1,2,consumer,0,23268.96,0.245,4.261,1,1
42,F,Almaty,1045600.38,employed,17,3998914.2,13,19.89,1229098.42,1.1755,0,2,0,consumer,0,344471.63,0.3294,2.5141,1,1
43,F,Pavlodar,327966.11,employed,19,1855849.87,44,32.92,414313.0,1.2633,0,2,1,consumer,0,73147.12,0.223,3.2438,1,1
45,F,Kostanay,77147.0,unemployed,24,252878.89,54,21.89,101124.36,1.3108,0,0,0,consumer,0,7401.42,0.0959,2.458,0,1
33,M,Nur-Sultan,80123.88,retired,13,235776.04,20,36.49,147509.15,1.841,1,0,1,consumer,0,15907.74,0.1985,2.8709,0,1
43,M,Kostanay,191717.88,employed,14,1534613.53,36,22.28,191461.54,0.9987,0,0,0,consumer,0,58830.11,0.3069,3.8002,0,1
26,M,Almaty,240138.54,employed,4,2418836.03,40,18.89,672465.08,2.8003,0,1,0,consumer,0,81953.49,0.3413,6.3257,1,1
47,F,Aktobe,155804.63,employed,19,1483231.36,69,32.96,1004551.91,6.4475,0,0,1,consumer,0,48165.55,0.3091,9.7794,0,1
30,F,Shymkent,251233.79,employed,8,2536181.68,67,35.15,1141858.76,4.545,3,0,0,consumer,1,86838.8,0.3456,8.0782,0,1
42,F,Almaty Region,490012.26,self_employed,14,2688941.0,28,18.58,2293814.57,4.6811,0,0,0,auto,0,119080.07,0.243,6.6017,0,1
41,F,Pavlodar,190173.39,employed,18,1622520.92,58,17.67,489170.3,2.5722,0,0,0,consumer,0,41793.88,0.2198,5.5583,0,0
48,M,Kostanay,334201.07,unemployed,22,3254627.76,59,23.03,1535982.29,4.596,3,1,1,consumer,0,92640.85,0.2772,8.0044,1,1
28,M,Nur-Sultan,78642.7,employed,6,492796.28,65,25.83,321621.08,4.0896,2,1,1,consumer,0,14152.77,0.18,6.2828,1,1
35,F,Almaty,84309.71,employed,14,556468.8,63,33.81,223089.67,2.646,3,0,0,consumer,0,18974.14,0.2251,4.9561,0,1
37,M,Nur-Sultan,118678.7,self_employed,11,1276570.24,56,32.59,564826.83,4.7593,2,11,322,consumer,0,44619.75,0.376,8.524,1,1
38,M,Atyrau,84981.25,employed,17,496407.61,39,25.33,174649.65,2.0551,3,0,0,consumer,0,18805.05,0.2213,4.0996,0,1
35,F,East Kazakhstan,91301.22,self_employed,14,1330370.61,61,27.98,541291.78,5.9286,0,0,0,consumer,1,41092.63,0.4501,11.0284,0,1
38,F,Almaty Region,188469.09,self_employed,12,2949354.84,63,24.84,1481567.83,7.861,1,2,0,consumer,0,84215.5,0.4468,13.3381,1,1
48,M,West Kazakhstan,82854.3,employed,23,620148.26,36,36.12,336647.57,4.0631,0,0,0,consumer,0,28447.54,0.3433,6.6827,0,1
31,M,Karaganda,80284.25,employed,6,475953.32,29,16.85,365805.88,4.5563,0,0,2,consumer,0,20093.33,0.2503,6.6312,0,0
19,F,Nur-Sultan,117032.45,employed,1,723327.62,20,12.92,121054.92,1.0344,3,13,356,consumer,0,40393.54,0.3451,3.1975,1,0
38,M,Kostanay,125738.11,self_employed,14,903927.04,45,24.12,316690.91,2.5186,2,13,357,consumer,0,30711.06,0.2442,5.0348,1,1
39,F,Mangystau,906522.09,employed,14,3612108.83,32,48.79,2019174.55,2.2274,0,0,0,consumer,0,203789.65,0.2248,3.622,0,1
27,M,Kostanay,352271.14,employed,0,2836184.93,70,17.67,704929.69,2.0011,3,11,248,consumer,0,65196.38,0.1851,4.819,1,0
41,F,Atyrau,145345.66,employed,18,1223367.8,62,26.15,206237.31,1.4189,0,0,1,consumer,0,36160.1,0.2488,4.3648,0,1
51,M,Almaty,85207.46,self_employed,29,209312.36,53,16.87,137688.18,1.6159,4,0,1,consumer,0,5628.08,0.0661,2.4757,0,0
28,M,Pavlodar,396640.32,unemployed,0,3364883.88,30,16.68,1115531.64,2.8124,0,1,2,consumer,0,137936.01,0.3478,5.7816,1,0
19,F,Shymkent,78354.04,employed,2,94446.95,43,37.05,9936.98,0.1268,4,0,0,consumer,0,3997.24,0.051,0.5487,0,1
80,M,Nur-Sultan,425222.08,employed,45,1653507.84,21,21.43,582463.49,1.3698,3,2,2,consumer,0,95116.51,0.2237,2.7308,1,1
37,F,Akmola,78982.61,retired,14,299506.89,44,19.69,162477.35,2.0571,4,1,0,consumer,0,9610.67,0.1217,3.3843,1,1
44,F,Kostanay,696688.59,employed,23,4820846.78,29,16.91,4307407.29,6.1827,1,2,0,auto,0,203662.56,0.2923,8.6046,1,0
37,F,West Kazakhstan,74871.79,self_employed,14,742382.05,47,20.47,157068.95,2.0978,2,0,0,consumer,0,23091.85,0.3084,5.5681,0,1
18,F,Zhambyl,424489.68,employed,0,5948008.68,48,15.94,1161751.15,2.7368,2,0,0,consumer,0,168385.51,0.3967,7.641,0,0
37,M,Shymkent,75271.85,employed,11,1020102.04,61,12.78,621125.87,8.2517,1,1,0,consumer,0,22824.93,0.3032,12.9949,1,0
22,M,Aktobe,804428.54,self_employed,0,2354457.77,12,13.03,524821.13,0.6524,3,2,0,consumer,0,210326.89,0.2615,1.6768,1,0
39,F,Aktobe,1119591.48,employed,12,5049617.42,28,45.6,3716364.84,3.3194,0,0,0,consumer,0,296094.15,0.2645,4.898,0,1
23,M,Mangystau,78935.81,employed,0,792527.12,67,21.85,423969.99,5.371,2,0,1,consumer,0,20571.07,0.2606,8.885,0,1
29,F,Nur-Sultan,266205.69,employed,6,1250254.54,20,23.61,319973.71,1.202,0,2,0,consumer,0,76221.87,0.2863,2.8458,1,1
21,M,Turkistan,80480.79,student,1,357343.47,41,32.03,38700.23,0.4809,4,1,1,consumer,0,14442.75,0.1795,2.0349,1,1
47,F,East Kazakhstan,77571.55,self_employed,20,148114.37,67,25.3,40924.28,0.5276,0,0,0,consumer,0,4147.71,0.0535,1.1958,0,1
43,F,Almaty,108563.03,employed,20,988622.43,43,14.5,672844.67,6.1977,1,1,2,consumer,0,29614.64,0.2728,9.3849,1,0
51,M,Turkistan,80456.66,retired,25,287394.75,61,39.4,137873.21,1.7136,3,1,1,consumer,0,10964.15,0.1363,2.9638,1,1
31,F,Shymkent,468946.05,employed,13,3845116.34,58,26.65,674413.49,1.4381,1,0,2,consumer,0,118555.12,0.2528,4.308,0,1
46,F,Kostanay,1149403.57,employed,24,7236776.51,42,39.03,948724.93,0.8254,3,2,0,consumer,1,318386.05,0.277,3.029,1,1
38,M,Aktobe,81539.06,student,15,505269.97,60,20.74,389657.45,4.7787,3,1,2,consumer,0,13595.46,0.1667,6.9475,1,1
29,F,Zhambyl,866967.27,self_employed,4,2610983.92,12,29.64,1238697.28,1.4288,3,0,2,consumer,1,254075.19,0.2931,2.4828,0,1
40,M,Almaty,87545.93,student,17,632938.58,62,30.46,138305.2,1.5798,1,0,1,consumer,0,20372.26,0.2327,4.1102,0,1
35,M,Almaty,313449.43,self_employed,11,2577935.1,42,19.7,1281875.63,4.0896,0,2,0,consumer,0,85435.77,0.2726,6.9681,1,1
33,M,West Kazakhstan,776294.61,student,15,3577498.65,25,29.14,3145859.12,4.0524,1,0,0,auto,0,192583.89,0.2481,5.6653,0,1
30,F,Karaganda,698936.31,retired,1,4271994.87,17,30.41,3996809.37,5.7184,0,0,0,auto,1,312421.0,0.447,7.8577,0,1
20,M,Almaty,109235.28,self_employed,0,645652.15,17,38.98,399174.98,3.6542,1,0,0,consumer,0,50024.72,0.4579,5.7229,0,1
44,F,Karaganda,664560.18,student,21,4192411.81,46,53.65,3637359.64,5.4733,4,0,0,auto,0,216370.92,0.3256,7.6813,0,1
25,F,Shymkent,650977.72,employed,0,5412253.84,47,11.57,4354660.98,6.6894,0,2,2,consumer,0,143754.71,0.2208,9.5993,1,0
49,F,Karaganda,352973.27,employed,25,2151856.35,66,46.16,1525615.99,4.3222,0,0,0,consumer,0,90248.35,0.2557,6.4559,0,1
48,F,Kyzylorda,78846.5,retired,29,526624.19,59,25.49,229785.9,2.9143,3,0,2,consumer,1,15740.95,0.1996,5.252,0,1
45,F,Almaty,395814.59,retired,22,2769556.61,33,37.7,2384668.65,6.0247,0,0,0,auto,0,136018.83,0.3436,8.4737,0,1
43,M,Karaganda,288448.18,self_employed,20,1409278.99,15,33.83,816999.22,2.8324,0,0,0,consumer,0,116511.8,0.4039,4.5424,0,1
47,F,Almaty,87014.96,employed,25,507947.81,34,9.75,174870.43,2.0096,1,0,2,consumer,0,17158.3,0.1972,4.0527,0,0
31,F,Nur-Sultan,83921.59,self_employed,4,1263677.87,43,22.15,372082.25,4.4336,0,0,2,consumer,0,42834.15,0.5104,9.7038,0,1
58,M,Mangystau,84878.71,employed,35,927052.82,39,19.87,397324.22,4.681,0,0,0,consumer,0,32455.84,0.3824,8.5037,0,1
47,F,Nur-Sultan,77609.61,retired,24,477931.4,18,32.72,321020.21,4.1363,4,0,2,consumer,0,33951.72,0.4375,6.2916,0,1
40,M,Kostanay,148281.9,self_employed,14,1804045.17,55,21.4,1318201.65,8.8898,1,1,0,consumer,0,51744.8,0.349,13.148,1,1
26,F,Kyzylorda,80344.27,student,4,894459.8,53,12.72,557415.91,6.9378,2,0,1,consumer,0,22145.79,0.2756,10.8342,0,0
38,F,Almaty,137222.31,unemployed,15,1387979.77,55,14.83,782396.7,5.7016,0,0,0,consumer,0,34926.55,0.2545,9.2418,0,0
31,M,Zhambyl,263977.96,employed,12,4843296.42,54,16.11,4382880.27,16.6031,0,2,0,auto,0,126670.66,0.4799,23.0247,1,0
31,M,Nur-Sultan,80635.86,employed,10,680538.84,59,24.62,259767.2,3.2214,0,1,0,consumer,0,19995.6,0.248,6.1753,1,1
46,F,Shymkent,79965.7,employed,23,500908.33,69,17.75,215333.37,2.6928,1,1,0,consumer,0,11632.85,0.1455,4.8852,1,0
39,F,East Kazakhstan,723931.1,employed,10,6192647.62,25,30.94,2409837.79,3.3288,0,0,1,consumer,0,339130.49,0.4685,6.3228,0,1
43,M,Atyrau,188612.18,employed,23,1592573.85,60,21.04,713269.54,3.7817,2,5,126,consumer,0,43120.32,0.2286,6.7369,1,1
32,F,Almaty Region,369840.47,employed,9,4429816.65,68,19.28,3571804.27,9.6577,2,5,117,auto,0,107558.4,0.2908,13.8498,1,1
50,M,Turkistan,185351.48,employed,29,1409961.73,68,25.57,935728.35,5.0484,2,0,0,consumer,0,39449.19,0.2128,7.7108,0,1
28,M,Zhambyl,2021557.31,employed,2,9284301.4,23,15.07,8340416.28,4.1257,2,1,0,auto,0,467277.53,0.2311,5.7332,1,0
