age,gender,region,monthly_income,employment_status,work_experience,loan_amount,loan_term,interest_rate,current_debt,debt_to_income,number_of_loans,overdue_count,max_days_overdue,loan_purpose,target,monthly_payment_approx,payment_to_income,credit_burden_index,has_overdue_history,is_high_interest
23,M,Урал,453181.57,employed,1,2162183.8,58,28.21,227562.01,0.5021,20,0,22,consumer,1,68673.1,0.1515,2.172,0,1
44,M,Москва,132097.27,employed,1,1970387.47,57,26.33,436446.21,3.304,16,1,43,consumer,1,60910.36,0.4611,8.5246,1,1
34,F,Санкт-Петербург,207137.18,employed,12,1267821.99,41,18.81,246366.18,1.1894,7,1,99,business,0,42149.75,0.2035,3.3316,1,1
40,F,Санкт-Петербург,51087.63,employed,14,376912.26,42,15.63,149169.41,2.9198,6,3,54,consumer,1,11708.33,0.2292,5.502,1,0
47,M,Юг России,202921.09,employed,7,1419196.38,43,22.86,293704.04,1.4474,11,2,67,consumer,0,48644.2,0.2397,3.8952,1,1
43,F,Сибирь,230593.78,employed,5,1590316.86,75,12.64,289318.32,1.2547,1,10,272,consumer,0,30777.27,0.1335,3.6685,1,0
42,F,Сибирь,157900.12,self_employed,10,634352.23,11,18.87,267487.04,1.694,7,2,20,consumer,0,63250.82,0.4006,3.1001,1,1
37,F,Поволжье,207236.87,employed,11,1380586.31,54,13.04,283461.1,1.3678,3,1,64,consumer,0,33931.81,0.1637,3.6995,1,0
43,M,Урал,287317.46,employed,7,595629.91,24,12.27,291357.66,1.0141,6,2,68,consumer,0,28113.53,0.0978,1.7396,1,0
43,M,Урал,160794.33,employed,5,831720.09,27,18.59,252356.44,1.5694,2,1,61,business,0,37929.2,0.2359,3.3798,1,1
36,M,Урал,309721.9,employed,9,2280715.61,26,18.52,288623.04,0.9319,12,1,43,consumer,0,107159.48,0.346,3.5092,1,1
28,F,Санкт-Петербург,275727.31,employed,4,2293935.56,55,9.82,288428.59,1.0461,8,1,46,consumer,0,51963.24,0.1885,3.9579,1,0
50,M,Урал,348663.52,employed,11,1007464.08,34,18.98,288356.26,0.827,8,3,41,consumer,0,38537.55,0.1105,1.8384,1,1
43,M,Урал,301891.5,employed,4,2155747.66,24,17.42,287125.92,0.9511,4,4,63,business,0,107020.6,0.3545,3.4504,1,0
26,F,Санкт-Петербург,148421.13,employed,2,541027.92,65,15.39,285702.18,1.9249,1,7,173,consumer,0,12319.68,0.083,3.2007,1,0
40,M,Москва,253840.08,employed,4,1860304.47,41,12.1,292525.1,1.1524,4,3,69,consumer,0,55621.89,0.2191,3.7174,1,0
48,F,Санкт-Петербург,224188.18,employed,10,1354247.82,69,14.46,288853.89,1.2884,8,3,65,consumer,0,29015.47,0.1294,3.4027,1,0
45,F,Санкт-Петербург,74687.18,employed,7,411651.95,69,10.24,241639.04,3.2353,8,4,67,consumer,0,7918.42,0.106,5.1644,1,0
39,M,Урал,318325.01,employed,0,2125659.42,24,17.13,281972.94,0.8858,8,4,40,business,0,105230.24,0.3306,3.223,1,0
29,F,Дальний Восток,257892.14,self_employed,1,1803901.15,37,12.31,300079.15,1.1636,15,2,46,auto,1,58837.19,0.2281,3.6117,1,0
26,F,Дальний Восток,268325.48,employed,8,1483643.12,40,20.47,273714.31,1.0201,17,2,62,consumer,1,51476.94,0.1918,2.9553,1,1
36,M,Центральный ФО,328899.75,employed,10,2097856.89,35,12.7,356351.89,1.0835,4,3,23,consumer,1,72036.75,0.219,3.3159,1,0
43,M,Урал,228028.24,employed,8,1629542.42,43,14.15,281523.53,1.2346,12,4,66,consumer,0,48530.59,0.2128,3.7358,1,0
49,F,Поволжье,289771.58,employed,7,404362.41,41,13.47,151052.12,0.5213,8,1,49,consumer,1,12359.74,0.0427,1.0097,1,0
29,M,Юг России,119806.7,employed,5,512784.92,71,13.61,292872.15,2.4445,4,0,61,consumer,0,10555.11,0.0881,3.9425,0,0
25,F,Сибирь,252914.35,employed,3,1620697.38,74,26.38,281556.95,1.1132,0,0,60,refinance,0,44538.69,0.1761,3.3561,0,1
36,M,Урал,258694.61,employed,0,1635135.85,28,18.91,290203.17,1.1218,10,0,57,business,0,72677.21,0.2809,3.334,0,1
29,F,Дальний Восток,259769.15,employed,13,1855945.54,56,14.2,290415.05,1.118,5,2,47,consumer,0,45515.64,0.1752,3.6186,1,0
30,F,Санкт-Петербург,243166.64,employed,11,1880686.53,33,21.49,323262.62,1.3294,6,2,47,consumer,0,75973.94,0.3124,4.0363,1,1
26,M,Урал,135118.5,employed,0,437445.63,82,26.6,280992.81,2.0796,15,1,53,consumer,0,11622.02,0.086,3.2127,1,1
38,M,Центральный ФО,237982.68,employed,2,1462890.73,84,15.94,270904.04,1.1383,1,8,263,consumer,0,29006.06,0.1219,3.2898,1,0
33,M,Юг России,128200.21,self_employed,9,551926.65,75,21.68,288261.46,2.2485,13,2,40,consumer,0,13494.77,0.1053,3.7553,1,1
35,F,Сибирь,198296.6,employed,12,1102335.98,69,20.19,286431.74,1.4445,3,3,55,consumer,0,27124.56,0.1368,3.3901,1,1
25,M,Москва,313582.08,employed,13,2393599.24,61,15.32,293231.42,0.9351,6,4,85,consumer,0,56719.63,0.1809,3.6067,1,0
43,M,Урал,276530.47,employed,18,2184240.19,25,23.67,281287.75,1.0172,19,3,42,business,0,111516.88,0.4033,3.7817,1,1
30,F,Поволжье,244329.65,employed,10,1563516.14,70,23.51,286444.8,1.1724,5,3,48,consumer,0,41234.78,0.1688,3.4121,1,1
40,F,Сибирь,156524.34,self_employed,9,645211.18,9,19.27,282656.51,1.8058,8,0,21,consumer,0,77568.47,0.4956,3.2486,0,1
49,M,Москва,129614.94,employed,10,337254.0,34,21.77,282111.8,2.1765,11,3,60,consumer,1,13377.87,0.1032,3.0872,1,1
25,M,Урал,463962.59,employed,4,1935565.13,58,27.92,216156.47,0.4659,19,0,23,consumer,1,61139.49,0.1318,1.926,0,1
39,M,Юг России,380659.07,self_employed,14,1772976.1,79,20.51,270263.48,0.71,8,0,50,consumer,0,41069.57,0.1079,2.3402,0,1
36,F,Поволжье,205001.7,employed,11,1299012.98,55,13.08,288922.25,1.4094,3,4,61,consumer,0,31525.94,0.1538,3.6272,1,0
33,F,Дальний Восток,244846.09,self_employed,1,1914755.16,38,13.6,294137.14,1.2013,12,0,43,auto,1,62295.64,0.2544,3.9384,0,0
40,M,Москва,153776.93,employed,17,837460.76,49,12.53,277435.39,1.8041,2,1,66,consumer,0,21921.67,0.1426,3.7102,1,0
33,M,Юг России,120214.43,self_employed,9,534228.38,69,14.26,303752.61,2.5267,12,3,48,consumer,0,11389.08,0.0947,4.0821,1,0
34,M,Юг России,324741.46,employed,4,2064592.89,64,13.75,446423.23,1.3747,0,2,17,consumer,1,45697.02,0.1407,3.5999,1,0
33,F,Дальний Восток,256596.92,employed,9,1903332.98,52,14.03,278562.27,1.0856,5,4,48,consumer,0,49056.81,0.1912,3.6817,1,0
27,F,Санкт-Петербург,157234.64,employed,0,547088.73,64,14.88,290724.35,1.849,5,4,172,consumer,0,12434.43,0.0791,3.0668,1,0
39,M,Урал,255883.36,employed,0,1639980.71,24,17.68,279038.54,1.0905,10,3,58,business,0,81621.22,0.319,3.3337,1,0
42,M,Юг России,143687.47,employed,3,290283.43,77,12.45,306493.29,2.133,1,3,60,consumer,0,5492.68,0.0382,2.8401,1,0
39,F,Поволжье,268694.63,employed,12,1354530.65,66,18.83,405651.1,1.5097,0,1,34,consumer,0,33100.11,0.1232,3.2741,1,1
48,F,Сибирь,322400.26,employed,18,1383977.8,66,13.21,292447.9,0.9071,8,3,25,consumer,0,29611.72,0.0918,2.4095,1,0
31,F,Санкт-Петербург,221705.15,employed,11,1741711.32,37,21.05,301017.58,1.3577,10,1,47,consumer,0,64388.18,0.2904,4.1073,1,1
33,F,Сибирь,201513.69,employed,12,1182456.67,66,18.53,276343.97,1.3713,6,2,56,consumer,0,28696.8,0.1424,3.4251,1,1
41,M,Урал,177007.84,employed,7,762921.63,34,18.38,277973.3,1.5704,8,0,14,business,1,28954.03,0.1636,3.0789,0,1
45,F,Санкт-Петербург,231611.48,employed,11,1322606.82,69,14.71,289238.46,1.2488,6,3,69,consumer,0,28514.61,0.1231,3.2475,1,0
37,M,Центральный ФО,228570.04,student,15,1694402.71,34,13.09,222760.18,0.9746,4,4,47,mortgage,1,59915.13,0.2621,3.5691,1,0
45,F,Сибирь,274892.46,employed,13,2398044.17,74,11.01,284067.64,1.0334,4,1,39,consumer,0,44785.32,0.1629,4.0866,1,0
32,M,Москва,236348.88,employed,3,1969718.37,82,12.35,215690.49,0.9126,16,2,37,consumer,0,35682.15,0.151,3.8295,1,0
45,M,Москва,253400.35,employed,9,1444895.52,66,13.2,272638.21,1.0759,3,1,62,consumer,0,30907.59,0.122,3.0716,1,0
36,F,Поволжье,242966.68,employed,14,1800240.14,54,21.44,308896.19,1.2713,1,3,32,consumer,1,52241.81,0.215,3.8646,1,1
28,F,Поволжье,240139.04,employed,7,1401746.31,72,23.17,286860.8,1.1946,3,1,48,consumer,0,36200.48,0.1507,3.2376,1,1
41,M,Урал,290792.15,employed,5,684180.11,33,18.25,359439.11,1.2361,13,0,48,consumer,1,26522.73,0.0912,2.0595,0,1
33,F,Дальний Восток,319932.04,employed,17,2288442.61,72,13.11,298051.72,0.9316,7,2,58,consumer,0,46071.4,0.144,3.4351,1,0
29,M,Москва,257797.3,employed,5,2248571.52,34,20.4,292232.57,1.1336,10,2,57,consumer,0,87623.69,0.3399,4.1863,1,1
47,F,Санкт-Петербург,135377.38,employed,9,433767.67,52,19.04,274759.29,2.0296,3,4,49,consumer,0,12313.24,0.091,3.151,1,1
36,F,Поволжье,437883.94,employed,17,1232901.16,35,12.09,294673.89,0.6729,6,0,62,consumer,1,41976.08,0.0959,1.6584,0,0
33,M,Юг России,119796.99,employed,0,327325.67,34,27.67,280900.16,2.3448,14,4,58,consumer,0,13994.28,0.1168,3.3011,1,1
30,F,Дальний Восток,262764.6,employed,4,1735821.02,39,12.68,283474.92,1.0788,9,1,33,consumer,0,54538.73,0.2076,3.3909,1,0
44,F,Санкт-Петербург,244505.16,employed,10,1611776.39,38,16.8,287625.86,1.1764,10,3,61,consumer,1,54982.67,0.2249,3.4835,1,0
34,M,Юг России,310838.78,employed,2,1990586.95,68,13.9,393284.05,1.2652,0,2,14,consumer,1,42460.99,0.1366,3.5066,1,0
49,M,Центральный ФО,307948.8,employed,5,2055193.24,26,13.0,306328.7,0.9947,0,4,60,consumer,0,91124.7,0.2959,3.3306,1,0
31,F,Сибирь,205260.4,employed,10,1642843.11,72,28.11,360412.09,1.7559,4,3,57,consumer,0,47439.43,0.2311,4.5572,1,1
26,F,Дальний Восток,139841.82,employed,0,570402.83,39,27.89,286281.44,2.0472,12,3,61,auto,0,22400.51,0.1602,3.4748,1,1
27,M,Москва,159423.87,employed,3,957408.73,61,20.9,290948.55,1.825,14,4,80,consumer,0,25606.18,0.1606,3.9269,1,1
38,M,Центральный ФО,114579.89,employed,17,1570046.53,60,29.18,442359.25,3.8607,8,0,26,consumer,1,50008.4,0.4364,8.6566,0,1
37,F,Поволжье,215809.68,employed,13,1364916.51,56,13.37,266050.13,1.2328,3,3,61,consumer,0,32894.09,0.1524,3.4464,1,0
40,F,Сибирь,159905.4,self_employed,9,627797.83,9,19.55,286696.07,1.7929,10,3,23,consumer,0,75559.86,0.4725,3.167,1,1
40,M,Москва,320354.11,employed,11,2195191.05,84,22.24,305122.26,0.9525,4,0,69,consumer,0,51750.23,0.1615,3.3508,0,1
47,M,Урал,232788.25,employed,8,1531524.45,45,13.64,293408.67,1.2604,13,0,64,consumer,0,43665.78,0.1876,3.5631,0,0
43,M,Москва,284718.59,employed,18,2316264.89,46,13.51,293001.65,1.0291,1,0,71,consumer,0,64789.36,0.2276,3.8764,0,0
41,M,Урал,292498.44,employed,5,662328.33,43,12.91,282231.81,0.9649,4,1,68,consumer,0,19320.73,0.0661,1.7574,1,0
32,M,Юг России,119999.83,employed,2,314430.9,35,26.4,277714.1,2.3143,18,2,60,consumer,0,12975.81,0.1081,3.2314,1,1
36,F,Санкт-Петербург,247418.28,employed,2,1976460.96,64,15.71,295158.49,1.1929,4,1,95,consumer,0,45796.04,0.1851,3.9889,1,0
41,M,Москва,222250.25,employed,12,1496491.93,65,11.18,283648.29,1.2763,5,3,60,consumer,0,30797.33,0.1386,3.6329,1,0
36,F,Дальний Восток,503423.04,employed,16,2389094.55,66,11.63,364537.69,0.7241,0,3,54,consumer,0,49170.75,0.0977,2.3851,1,0
35,M,Урал,426119.08,employed,18,1872378.67,65,21.31,217880.16,0.5113,22,2,48,consumer,1,48789.24,0.1145,2.0492,1,1
43,M,Юг России,138330.94,employed,4,319376.62,75,13.02,299349.45,2.164,0,1,59,consumer,0,6245.24,0.0451,2.9721,1,0
46,F,Сибирь,278961.45,employed,11,2320019.22,73,10.66,290209.4,1.0403,0,0,39,consumer,0,43327.99,0.1553,3.9511,0,0
42,M,Москва,214650.18,employed,15,1482707.27,44,19.91,290266.67,1.3523,6,0,50,consumer,0,47748.49,0.2224,3.7699,0,1
35,F,Сибирь,195080.48,employed,13,1149765.04,65,18.5,291738.31,1.4955,2,0,56,consumer,0,28132.73,0.1442,3.5583,0,1
35,M,Москва,177539.62,employed,18,1000869.53,57,24.6,288998.85,1.6278,5,3,76,consumer,0,29932.38,0.1686,3.6009,1,1
38,M,Центральный ФО,201209.7,employed,15,1103369.67,36,20.45,283167.48,1.4073,3,3,47,consumer,0,41258.6,0.2051,3.3266,1,1
22,F,Дальний Восток,302504.81,employed,1,1984890.1,42,12.7,292833.49,0.968,9,1,48,consumer,0,58783.83,0.1943,3.2645,1,0
37,M,Москва,129883.8,employed,14,581768.4,71,11.07,273439.07,2.1052,13,2,125,consumer,0,11204.6,0.0863,3.6729,1,0
29,M,Центральный ФО,239498.55,employed,3,1820921.89,36,13.35,277993.92,1.1607,9,1,33,auto,1,61661.48,0.2575,3.8218,1,0
39,M,Юг России,261707.75,employed,16,1898486.78,72,18.47,293281.93,1.1206,2,0,45,consumer,0,43806.23,0.1674,3.6596,0,1
47,F,Санкт-Петербург,229615.08,employed,13,1341106.78,69,14.09,289035.77,1.2588,6,3,67,consumer,0,28469.32,0.124,3.303,1,0
40,M,Москва,269256.86,employed,16,2254071.54,71,13.06,342241.07,1.2711,10,1,49,consumer,0,45741.73,0.1699,4.2011,1,0
28,F,Санкт-Петербург,286553.97,employed,4,2245125.01,53,10.21,312073.44,1.0891,9,1,46,consumer,0,52804.35,0.1843,3.8313,1,0
45,M,Юг России,209837.6,employed,10,1456704.38,42,22.07,273608.27,1.3039,13,0,68,consumer,0,50089.47,0.2387,3.7336,0,1
46,F,Сибирь,321202.5,employed,14,1353873.33,63,12.62,290118.63,0.9032,8,3,22,consumer,0,29498.39,0.0918,2.3785,1,0
40,F,Сибирь,263175.18,employed,3,1828757.92,35,12.23,305002.31,1.1589,6,0,26,auto,1,62385.15,0.237,3.591,0,0
37,F,Поволжье,192628.45,employed,12,1417653.37,53,12.0,291651.57,1.5141,7,1,60,consumer,0,34590.11,0.1796,4.0899,1,0
34,M,Юг России,177883.37,employed,1,1386977.69,73,26.75,292946.34,1.6468,3,2,66,consumer,0,38647.74,0.2173,4.3758,1,1
34,M,Москва,128709.03,employed,13,664050.31,69,11.39,279618.58,2.1725,14,3,126,consumer,0,13160.96,0.1023,3.9782,1,0
39,M,Урал,290453.06,employed,0,2234346.82,27,18.0,288462.67,0.9931,9,4,39,business,0,101250.03,0.3486,3.6856,1,0
38,M,Центральный ФО,199750.16,employed,14,1144682.16,34,21.27,282227.17,1.4129,4,2,47,consumer,0,45113.44,0.2258,3.4186,1,1
30,F,Поволжье,236708.0,employed,8,1441468.58,70,24.56,278983.38,1.1786,3,2,49,consumer,0,38928.56,0.1645,3.31,1,1
42,F,Санкт-Петербург,295108.52,employed,7,2166451.69,35,12.83,244845.17,0.8297,10,2,80,consumer,1,74527.25,0.2525,3.3991,1,0
45,F,Санкт-Петербург,391542.23,employed,7,1876760.29,30,24.61,280218.79,0.7157,4,4,68,consumer,0,84384.05,0.2155,2.3933,1,1
32,F,Поволжье,180089.19,employed,11,1215533.19,80,21.04,287770.38,1.5979,4,1,42,consumer,0,28376.66,0.1576,3.9603,1,1
37,M,Москва,149298.36,employed,5,640448.82,84,12.61,293120.58,1.9633,3,1,81,consumer,0,11515.66,0.0771,3.4647,1,0
31,M,Москва,185498.56,employed,6,922946.77,46,19.24,268429.26,1.4471,4,1,42,consumer,0,28517.77,0.1537,3.1885,1,1
43,F,Сибирь,205890.2,employed,1,1565032.12,82,27.81,290488.72,1.4109,4,5,83,consumer,0,42810.87,0.2079,4.0713,1,1
45,M,Центральный ФО,166742.32,employed,15,901816.32,74,16.12,304634.5,1.827,3,1,62,consumer,0,19306.61,0.1158,3.7199,1,0
41,M,Урал,297024.17,employed,1,1825319.39,57,20.39,235430.97,0.7926,1,7,286,consumer,1,50246.94,0.1692,2.9435,1,1
35,F,Санкт-Петербург,207992.74,employed,10,1207319.78,39,19.18,234198.08,1.126,8,2,97,business,0,41840.35,0.2012,3.1576,1,1
39,M,Москва,302389.93,employed,10,2223586.42,84,22.25,287258.18,0.95,4,4,68,consumer,0,52433.41,0.1734,3.5236,1,1
41,M,Урал,162036.75,employed,6,830601.75,28,17.57,291200.88,1.7971,5,1,62,business,0,36373.02,0.2245,3.5912,1,0
38,M,Центральный ФО,236334.79,student,14,1786159.48,37,13.03,209308.24,0.8856,6,1,43,mortgage,1,58877.68,0.2491,3.5308,1,0
32,M,Урал,185940.84,employed,9,871425.82,45,15.99,299510.16,1.6108,13,2,42,consumer,0,25872.64,0.1391,3.2511,1,0
28,M,Урал,164017.88,employed,2,848208.75,26,17.63,285290.13,1.7394,8,4,42,business,0,39486.13,0.2407,3.5494,1,0
48,M,Центральный ФО,300448.26,employed,5,2279396.63,29,11.77,287625.15,0.9573,0,0,59,consumer,0,90689.92,0.3018,3.6126,0,0
26,F,Дальний Восток,273469.25,employed,6,1310775.24,36,22.23,281055.82,1.0277,13,1,62,consumer,1,50215.2,0.1836,2.7053,1,1
32,F,Санкт-Петербург,263570.58,employed,8,1486229.29,50,16.8,320788.17,1.2171,0,4,45,consumer,1,41531.52,0.1576,3.1907,1,0
31,F,Поволжье,326827.64,employed,0,1554622.54,57,28.53,421447.82,1.2895,4,1,69,consumer,1,50084.54,0.1532,2.9543,1,1
40,F,Сибирь,232154.66,employed,8,1655989.43,33,22.8,340076.15,1.4649,1,1,85,consumer,1,68006.81,0.2929,3.9614,1,1
20,F,Дальний Восток,275101.42,unemployed,6,1855226.18,50,14.46,287039.8,1.0434,15,2,54,consumer,0,49614.48,0.1803,3.4037,1,0
30,F,Дальний Восток,247661.38,self_employed,2,1692862.0,34,12.81,297567.32,1.2015,16,2,44,auto,1,59633.5,0.2408,3.5939,1,0
43,M,Урал,284993.68,employed,3,1887162.54,55,21.12,211969.7,0.7438,3,10,287,consumer,1,53836.22,0.1889,3.0614,1,1
30,F,Санкт-Петербург,277207.83,employed,9,2265022.95,41,13.87,286475.59,1.0334,1,4,68,consumer,0,69677.22,0.2514,3.8932,1,0
45,M,Москва,235134.38,employed,11,1507858.4,69,11.88,293647.3,1.2488,7,1,60,consumer,0,30264.06,0.1287,3.4933,1,0
24,M,Москва,201136.43,employed,5,1112671.39,43,27.21,302168.86,1.5023,12,0,56,consumer,0,40779.62,0.2027,3.4385,0,1
26,M,Урал,460356.93,employed,1,2030500.38,58,29.3,207551.64,0.4508,17,0,22,consumer,1,65823.72,0.143,1.9946,0,1
43,M,Москва,249082.48,employed,13,1862924.52,74,12.98,287196.18,1.153,8,4,61,consumer,0,36708.85,0.1474,3.7707,1,0
30,M,Центральный ФО,124442.48,unemployed,13,396624.75,75,18.95,308560.08,2.4795,1,3,80,consumer,0,9061.34,0.0728,3.595,1,1
44,M,Центральный ФО,234915.87,employed,5,1665199.76,52,13.46,268437.46,1.1427,5,0,44,consumer,0,42439.11,0.1807,3.6237,0,0
25,F,Санкт-Петербург,381346.57,employed,10,1467126.15,40,17.13,244093.63,0.6401,6,1,82,consumer,0,48395.18,0.1269,1.9866,1,0
40,F,Сибирь,217460.97,employed,1,1567206.69,83,27.39,279914.19,1.2872,5,1,80,consumer,0,42264.84,0.1944,3.8096,1,1
45,F,Санкт-Петербург,136553.27,self_employed,19,907743.8,40,14.77,299124.14,2.1905,0,2,99,consumer,0,28873.17,0.2114,4.5171,1,0
33,M,Центральный ФО,131772.53,unemployed,9,424413.2,73,19.7,294288.29,2.2333,1,1,80,consumer,0,10019.65,0.076,3.3606,1,1
39,M,Урал,249552.62,employed,2,1772263.49,27,17.63,306547.88,1.2284,10,3,61,business,0,79991.39,0.3205,3.714,1,0
37,M,Центральный ФО,157494.46,employed,5,426689.57,63,13.23,294196.02,1.868,0,2,60,consumer,0,9430.91,0.0599,2.8162,1,0
37,M,Центральный ФО,237628.88,employed,3,1368673.67,83,14.93,290876.18,1.2241,2,9,262,consumer,0,26538.12,0.1117,3.24,1,0
26,F,Санкт-Петербург,292421.48,employed,7,2384710.09,52,9.85,291549.99,0.997,8,4,43,consumer,0,56526.35,0.1933,3.8513,1,0
40,F,Санкт-Петербург,249325.08,employed,10,309760.43,36,17.0,290487.28,1.1651,6,2,53,consumer,1,11043.8,0.0443,1.5999,1,0
43,M,Урал,259763.75,employed,3,1691285.27,26,17.79,302585.41,1.1648,3,0,49,business,0,78864.6,0.3036,3.4436,0,0
40,F,Поволжье,272641.16,employed,10,1327692.44,66,19.92,426498.37,1.5643,3,2,34,consumer,0,33260.41,0.122,3.2687,1,1
42,F,Сибирь,233466.88,employed,10,1723023.01,26,25.12,288065.96,1.2339,7,4,45,consumer,0,86606.9,0.371,3.8169,1,1
34,F,Дальний Восток,133905.33,employed,16,313717.43,74,26.52,288248.54,2.1526,10,3,66,consumer,0,8648.89,0.0646,2.9726,1,1
42,F,Сибирь,204375.26,employed,1,1506780.58,83,28.0,287936.95,1.4089,7,4,84,consumer,0,41237.81,0.2018,3.9893,1,1
44,M,Урал,166591.53,employed,6,767577.21,38,17.57,290380.84,1.7431,4,3,15,business,1,26480.92,0.159,3.3557,1,0
33,M,Юг России,112938.49,employed,3,555443.14,69,12.48,308476.68,2.7313,4,0,65,consumer,0,11320.77,0.1002,4.4527,0,0
43,F,Санкт-Петербург,129685.63,employed,2,397786.68,25,13.68,282193.63,2.176,13,4,58,consumer,0,18376.32,0.1417,3.2495,1,0
37,F,Санкт-Петербург,204050.03,employed,12,1296205.03,42,20.18,240557.18,1.1789,9,3,100,business,0,43281.76,0.2121,3.4022,1,1
32,M,Юг России,149562.5,employed,8,314535.84,84,12.58,295806.23,1.9778,2,2,51,consumer,0,5650.45,0.0378,2.7139,1,0
28,F,Санкт-Петербург,142336.22,employed,17,324811.14,40,11.44,283822.07,1.994,6,2,43,consumer,0,9804.89,0.0689,2.7927,1,0
30,M,Москва,175925.5,employed,11,1582365.89,61,16.49,302259.3,1.7181,1,4,39,consumer,0,38481.86,0.2187,4.8662,1,0
32,M,Юг России,151167.96,employed,8,329349.39,83,11.96,272734.23,1.8042,1,2,51,consumer,0,5851.73,0.0387,2.5667,1,0
45,F,Сибирь,299809.56,employed,11,2287762.98,73,10.84,278200.86,0.9279,0,0,42,consumer,0,42936.14,0.1432,3.5987,0,0
28,F,Санкт-Петербург,239988.41,employed,14,1763825.46,37,20.77,297337.97,1.239,9,4,51,consumer,0,64951.33,0.2706,3.8113,1,1
35,F,Санкт-Петербург,363734.62,employed,9,1808747.73,64,25.88,269983.83,0.7423,5,4,49,consumer,0,52376.73,0.144,2.4827,1,1
38,M,Юг России,285892.05,self_employed,4,389857.73,63,25.67,148572.37,0.5197,20,2,18,consumer,0,11324.4,0.0396,0.997,1,1
46,F,Поволжье,219217.99,employed,15,1816614.87,36,11.03,281927.19,1.2861,7,1,32,consumer,0,59499.45,0.2714,4.1864,1,0
34,M,Юг России,289324.55,employed,2,1948296.24,65,13.87,425788.15,1.4717,0,0,16,consumer,1,42795.12,0.1479,3.8285,0,0
39,M,Урал,298578.25,employed,0,2144400.41,24,17.67,294814.94,0.9874,7,1,39,business,0,106715.66,0.3574,3.5011,1,0
36,M,Урал,176258.26,employed,9,940129.1,69,12.14,291583.01,1.6543,2,0,65,consumer,0,18995.46,0.1078,3.5211,0,0
44,F,Санкт-Петербург,83865.62,employed,10,448318.24,71,9.97,240013.96,2.8619,6,0,67,consumer,0,8384.23,0.1,4.7328,0,0
30,F,Сибирь,262574.3,employed,1,1879445.52,66,11.81,281864.39,1.0735,3,1,35,consumer,0,38854.24,0.148,3.5787,1,0
44,F,Сибирь,281609.55,employed,10,2441255.25,72,12.12,296043.8,1.0513,0,4,43,consumer,0,47879.49,0.17,4.0854,1,0
41,F,Санкт-Петербург,76991.36,employed,11,432886.83,70,9.97,240808.46,3.1277,8,1,70,consumer,0,8180.66,0.1063,5.0956,1,0
40,M,Урал,194176.38,employed,16,809973.58,59,12.43,275856.18,1.4206,3,4,71,consumer,0,18416.83,0.0948,2.8806,1,0
29,F,Санкт-Петербург,154393.26,employed,2,606134.37,65,15.62,276279.78,1.7894,3,4,172,consumer,0,13876.93,0.0899,3.1635,1,0
37,M,Москва,146697.39,employed,5,608115.45,84,12.24,295875.05,2.0169,2,1,80,consumer,0,10813.11,0.0737,3.4678,1,0
38,F,Поволжье,409936.71,employed,16,1212956.99,35,12.5,300356.19,0.7327,8,2,63,consumer,1,41534.64,0.1013,1.7683,1,0
45,M,Урал,305447.06,employed,5,2347011.08,28,17.5,296485.79,0.9707,3,1,60,business,0,102698.28,0.3362,3.66,1,0
28,F,Санкт-Петербург,361714.52,employed,11,1474288.03,43,16.21,253422.96,0.7006,3,1,84,consumer,0,45426.68,0.1256,2.1272,1,0
39,M,Урал,254159.5,employed,5,1677559.8,28,17.97,271963.4,1.07,5,1,50,business,0,73789.84,0.2903,3.3802,1,0
24,F,Дальний Восток,315678.75,employed,5,1973846.19,42,12.65,282766.73,0.8957,13,3,48,consumer,0,58408.67,0.185,3.0842,1,0
36,M,Урал,344080.49,employed,4,623474.73,20,18.78,288914.0,0.8397,6,0,62,consumer,1,36547.86,0.1062,1.4739,0,1
34,F,Поволжье,261687.73,retired,9,1861240.37,18,11.55,278510.57,1.0643,8,0,50,consumer,0,113113.57,0.4322,3.5536,0,0
44,M,Москва,253023.38,employed,10,1765018.39,71,12.45,289158.61,1.1428,11,1,57,consumer,0,35252.6,0.1393,3.5843,1,0
43,M,Урал,198783.39,employed,16,862335.9,59,12.67,268995.89,1.3532,2,3,70,consumer,0,19712.49,0.0992,2.8715,1,0
34,M,Москва,214242.44,employed,16,1397405.25,74,13.41,294376.88,1.374,4,2,59,consumer,0,27855.47,0.13,3.6569,1,0
46,M,Центральный ФО,237320.52,employed,8,1752963.51,54,12.02,279014.08,1.1757,5,0,44,consumer,0,42187.78,0.1778,3.7609,0,0
38,F,Санкт-Петербург,197589.1,employed,7,1236575.94,75,14.94,295363.16,1.4948,8,1,41,consumer,1,25461.6,0.1289,3.6852,1,0
37,M,Урал,306660.42,employed,1,2163865.09,27,18.59,290294.76,0.9466,11,0,38,business,0,98679.45,0.3218,3.4163,0,1
47,F,Сибирь,300439.58,employed,11,2439725.35,75,11.07,290526.11,0.967,2,3,42,consumer,0,45214.31,0.1505,3.8092,1,0
39,M,Юг России,133941.49,employed,3,326773.55,75,13.08,294209.48,2.1965,1,0,62,consumer,0,6400.32,0.0478,3.0504,0,0
40,M,Москва,211058.45,employed,13,1527090.2,44,19.52,262662.05,1.2445,7,2,51,consumer,0,48865.94,0.2315,3.7769,1,1
36,F,Сибирь,246560.92,employed,2,1585129.34,56,12.38,243035.18,0.9857,0,5,229,consumer,0,37407.27,0.1517,3.2358,1,0
