loan_id,origination_date,region,currency,loan_type,loan_reason,gender,citizenship,interest_rate_pct,credit_amount_kzt,age,days_past_due,npl_90plus
KZ2026000473,2020-07-26,Almaty,KZT,Credit card,Consumer credit,Male,Local,46.6,46000,28,0,0
KZ2026000474,2020-10-12,Almaty,KZT,Personal loan,Consumer credit,Male,Local,14.5,3568000,53,0,0
KZ2026000475,2019-09-13,Akmola,KZT,Personal loan,Consumer credit,Female,Local,15.3,711000,33,0,0
KZ2026000476,2021-03-20,Akmola,KZT,Personal loan,Auto loan,Female,Local,21.6,1726000,58,0,0
KZ2026000477,2019-09-17,Almaty Region,KZT,Personal loan,Consumer credit,Female,Local,12.3,1741000,22,0,0
KZ2026000478,2021-01-03,Karaganda,KZT,Personal loan,Consumer credit,Female,Local,23.6,1713000,25,0,0
KZ2026000479,2020-12-25,Karaganda,KZT,Personal loan,Consumer credit,Female,Local,36.3,2305000,45,163,1
KZ2026000480,2019-09-12,Almaty Region,KZT,Personal loan,Consumer credit,Male,Local,6.1,3098000,79,0,0
KZ2026000481,2020-12-14,Almaty Region,KZT,Personal loan,Auto loan,Female,Local,18.7,2645000,40,0,0
KZ2026000482,2021-02-04,Almaty,KZT,Personal loan,Consumer credit,Female,Local,34.0,570000,36,0,0
KZ2026000483,2020-03-14,West Kazakhstan,KZT,Credit card,Auto loan,Male,Local,29.9,3466000,35,0,0
KZ2026000484,2020-04-21,Aktobe,KZT,Personal loan,Consumer credit,Female,Local,14.0,2413000,34,0,0
KZ2026000485,2020-03-25,Nur-Sultan,KZT,Credit card,Consumer credit,Female,Local,29.9,72000,39,0,0
KZ2026000486,2019-02-09,Almaty Region,KZT,Credit card,Consumer credit,Female,Local,24.6,385000,44,0,0
KZ2026000487,2020-04-22,Atyrau,KZT,Personal loan,Consumer credit,Male,Local,22.9,2650000,55,0,0
KZ2026000488,2020-08-17,Almaty,KZT,Personal loan,Consumer credit,Male,Local,19.8,2559000,35,0,0
KZ2026000489,2020-05-10,West Kazakhstan,KZT,Personal loan,Auto loan,Female,Local,12.8,5502000,33,0,0
KZ2026000490,2020-03-17,Zhambyl,KZT,Credit card,Auto loan,Male,Local,33.6,6454000,31,0,0
KZ2026000491,2020-03-18,Kostanay,KZT,Personal loan,Consumer credit,Male,Local,38.1,116000,53,0,0
KZ2026000492,2020-04-18,Karaganda,KZT,Personal loan,Auto loan,Male,Local,17.7,8268000,45,0,0
KZ2026000493,2021-03-31,Karaganda,KZT,Credit card,Consumer credit,Male,Local,42.0,448000,18,0,0
KZ2026000494,2019-12-30,Aktobe,KZT,Personal loan,Consumer credit,Female,Local,36.3,3731000,18,0,0
KZ2026000495,2019-07-18,Mangystau,KZT,Credit card,Consumer credit,Female,Local,27.1,145000,28,0,0
KZ2026000496,2019-02-26,Zhambyl,KZT,Personal loan,Consumer credit,Female,Local,26.0,270000,40,0,0
KZ2026000497,2021-02-07,Almaty Region,KZT,Personal loan,Consumer credit,Male,Local,18.1,5478000,37,0,0
KZ2026000498,2019-06-09,Karaganda,KZT,Personal loan,Consumer credit,Male,Local,9.8,546000,43,180,1
KZ2026000499,2020-01-04,Aktobe,KZT,Personal loan,Auto loan,Male,Local,18.3,3478000,35,0,0
KZ2026000500,2020-10-29,East Kazakhstan,KZT,Personal loan,Consumer credit,Male,Local,13.0,1879000,52,0,0
KZ2026000501,2019-06-07,Kyzylorda,KZT,Credit card,Consumer credit,Female,Local,34.9,625000,45,0,0
KZ2026000502,2019-07-26,Turkistan,KZT,Personal loan,Consumer credit,Male,Local,8.2,3001000,38,0,0
KZ2026000503,2020-07-14,Turkistan,KZT,Personal loan,Consumer credit,Male,Local,24.1,1451000,50,0,0
KZ2026000504,2020-07-08,East Kazakhstan,KZT,Credit card,Consumer credit,Female,Foreigner,20.4,159000,19,0,0
KZ2026000505,2019-08-03,East Kazakhstan,KZT,Personal loan,Consumer credit,Female,Local,18.9,2188000,36,0,0
KZ2026000506,2020-04-23,Mangystau,KZT,Personal loan,Consumer credit,Male,Local,18.0,2218000,39,0,0
KZ2026000507,2020-09-13,Aktobe,KZT,Credit card,Consumer credit,Female,Local,41.0,90000,44,0,0
KZ2026000508,2019-07-15,Pavlodar,KZT,Personal loan,Consumer credit,Male,Local,19.2,4008000,18,0,0
KZ2026000509,2020-01-27,East Kazakhstan,KZT,Personal loan,Consumer credit,Female,Local,24.8,145000,34,0,0
KZ2026000510,2019-09-05,Almaty,KZT,Personal loan,Consumer credit,Female,Local,20.5,2891000,41,0,0
KZ2026000511,2021-04-10,Nur-Sultan,RUB,Personal loan,Consumer credit,Male,Local,27.4,997000,42,0,0
KZ2026000512,2019-12-05,Pavlodar,KZT,Personal loan,Consumer credit,Male,Local,31.9,1851000,50,0,0
KZ2026000513,2021-01-25,Nur-Sultan,USD,Personal loan,Consumer credit,Male,Foreigner,27.7,1739000,45,0,0
KZ2026000514,2021-02-16,Akmola,USD,Personal loan,Consumer credit,Female,Local,8.6,1419000,36,0,0
KZ2026000515,2019-05-29,Aktobe,KZT,Personal loan,Consumer credit,Male,Local,20.6,7689000,44,0,0
KZ2026000516,2021-04-11,Almaty,KZT,Personal loan,Auto loan,Female,Local,22.7,2187000,35,0,0
KZ2026000517,2019-02-13,Akmola,KZT,Personal loan,Consumer credit,Female,Local,13.5,80000,39,0,0
KZ2026000518,2019-12-08,Kyzylorda,KZT,Personal loan,Consumer credit,Male,Local,30.9,843000,46,0,0
KZ2026000519,2019-05-21,Nur-Sultan,KZT,Personal loan,Consumer credit,Male,Local,22.4,795000,37,0,0
KZ2026000520,2019-02-10,Pavlodar,KZT,Personal loan,Consumer credit,Male,Local,19.0,871000,41,0,0
KZ2026000521,2020-05-02,North Kazakhstan,KZT,Credit card,Auto loan,Male,Local,39.1,2636000,48,0,0
KZ2026000522,2020-06-14,Almaty Region,KZT,Personal loan,Consumer credit,Female,Local,15.1,2519000,45,0,0
KZ2026000523,2020-05-28,Almaty,KZT,Personal loan,Consumer credit,Female,Local,43.9,371000,51,0,0
KZ2026000524,2020-01-04,West Kazakhstan,KZT,Personal loan,Consumer credit,Male,Local,20.9,1760000,63,0,0
KZ2026000525,2020-11-25,Almaty,KZT,Personal loan,Consumer credit,Female,Local,23.8,2065000,45,0,0
KZ2026000526,2020-03-10,Almaty Region,KZT,Credit card,Consumer credit,Male,Local,43.6,444000,32,0,0
KZ2026000527,2020-04-17,Shymkent,KZT,Personal loan,Consumer credit,Female,Local,24.1,1816000,43,0,0
KZ2026000528,2020-01-26,Shymkent,KZT,Personal loan,Consumer credit,Male,Local,33.0,2689000,42,0,0
KZ2026000529,2019-07-02,Mangystau,KZT,Personal loan,Consumer credit,Female,Local,5.1,1256000,44,0,0
KZ2026000530,2020-07-31,Akmola,KZT,Personal loan,Consumer credit,Male,Local,18.9,894000,53,0,0
KZ2026000531,2021-01-02,Kostanay,KZT,Personal loan,Consumer credit,Male,Local,26.1,1814000,18,0,0
KZ2026000532,2019-09-26,Kostanay,KZT,Credit card,Consumer credit,Female,Local,39.8,549000,54,0,0
KZ2026000533,2020-02-14,Almaty Region,KZT,Personal loan,Auto loan,Male,Local,20.5,5969000,57,0,0
KZ2026000534,2021-02-27,Karaganda,KZT,Personal loan,Consumer credit,Male,Local,29.5,280000,43,0,0
KZ2026000535,2019-07-02,Nur-Sultan,KZT,Personal loan,Auto loan,Male,Local,22.5,3683000,44,0,0
KZ2026000536,2020-01-07,Almaty,KZT,Personal loan,Consumer credit,Female,Local,27.5,485000,34,300,1
KZ2026000537,2019-08-26,Zhambyl,KZT,Personal loan,Consumer credit,Male,Local,3.2,1933000,37,0,0
KZ2026000538,2019-10-29,Almaty,KZT,Personal loan,Consumer credit,Female,Local,35.4,2226000,45,0,0
KZ2026000539,2020-02-10,Almaty,KZT,Personal loan,Consumer credit,Female,Local,15.3,950000,44,0,0
KZ2026000540,2021-03-25,Pavlodar,KZT,Personal loan,Consumer credit,Female,Local,25.9,646000,45,0,0
KZ2026000541,2019-01-12,Shymkent,KZT,Credit card,Auto loan,Male,Local,31.4,5233000,44,0,0
KZ2026000542,2019-11-13,Zhambyl,KZT,Personal loan,Auto loan,Female,Local,16.4,3767000,47,0,0
KZ2026000543,2021-02-03,Pavlodar,KZT,Credit card,Consumer credit,Male,Local,21.9,1020000,46,0,0
KZ2026000544,2019-03-15,Shymkent,KZT,Personal loan,Consumer credit,Female,Local,4.5,5416000,26,0,0
KZ2026000545,2020-03-23,Almaty,KZT,Personal loan,Consumer credit,Male,Local,13.2,2809000,46,0,0
KZ2026000546,2019-05-18,Atyrau,KZT,Credit card,Consumer credit,Female,Local,37.9,417000,57,205,1
KZ2026000547,2020-05-08,Almaty Region,KZT,Personal loan,Consumer credit,Female,Local,8.9,5664000,37,0,0
KZ2026000548,2020-09-22,Nur-Sultan,EUR,Personal loan,Consumer credit,Male,Local,10.0,2601000,53,0,0
KZ2026000549,2020-07-14,Kyzylorda,KZT,Personal loan,Consumer credit,Male,Local,13.8,676000,27,0,0
KZ2026000550,2020-05-11,Almaty Region,KZT,Personal loan,Consumer credit,Male,Local,18.1,660000,37,0,0
KZ2026000551,2020-10-17,Atyrau,KZT,Credit card,Auto loan,Female,Local,30.7,3989000,30,0,0
KZ2026000552,2020-04-17,Almaty,KZT,Personal loan,Consumer credit,Male,Local,25.0,1779000,52,0,0
KZ2026000553,2020-06-25,Almaty,KZT,Credit card,Consumer credit,Female,Local,23.5,121000,55,0,0
KZ2026000554,2019-03-14,Turkistan,KZT,Personal loan,Consumer credit,Male,Local,24.2,819000,36,0,0
KZ2026000555,2019-01-19,Nur-Sultan,KZT,Personal loan,Consumer credit,Female,Local,26.2,1438000,50,0,0
KZ2026000556,2019-05-25,Almaty,KZT,Personal loan,Consumer credit,Male,Local,11.0,2074000,55,0,0
KZ2026000557,2020-04-21,Akmola,KZT,Credit card,Consumer credit,Male,Local,33.1,343000,37,0,0
KZ2026000558,2019-12-16,East Kazakhstan,KZT,Personal loan,Consumer credit,Male,Local,16.1,1477000,38,0,0
KZ2026000559,2019-11-20,West Kazakhstan,KZT,Credit card,Consumer credit,Female,Local,32.8,138000,85,0,0
KZ2026000560,2020-01-31,East Kazakhstan,KZT,Personal loan,Consumer credit,Male,Local,29.6,553000,28,276,1
KZ2026000561,2021-05-23,Nur-Sultan,KZT,Personal loan,Consumer credit,Male,Local,21.1,1139000,38,0,0
KZ2026000562,2019-11-29,Almaty,KZT,Personal loan,Consumer credit,Male,Local,30.7,1852000,61,0,0
KZ2026000563,2020-01-28,Pavlodar,KZT,Personal loan,Consumer credit,Female,Local,29.7,1461000,31,0,0
KZ2026000564,2020-03-19,Karaganda,KZT,Credit card,Consumer credit,Female,Local,38.9,185000,46,0,0
KZ2026000565,2020-11-14,Karaganda,USD,Personal loan,Consumer credit,Male,Local,19.1,1438000,43,0,0
KZ2026000566,2020-10-09,Karaganda,KZT,Personal loan,Consumer credit,Male,Local,25.9,1906000,35,0,0
KZ2026000567,2021-05-14,Kyzylorda,KZT,Personal loan,Consumer credit,Male,Local,7.8,1045000,39,0,0
KZ2026000568,2020-07-15,Nur-Sultan,KZT,Personal loan,Consumer credit,Male,Local,16.0,502000,56,0,0
KZ2026000569,2021-04-22,Almaty Region,KZT,Personal loan,Consumer credit,Female,Local,21.1,654000,43,0,0
KZ2026000570,2020-06-23,Zhambyl,KZT,Credit card,Consumer credit,Male,Local,30.6,352000,45,0,0
KZ2026000571,2020-04-20,Aktobe,KZT,Personal loan,Consumer credit,Female,Local,25.8,1517000,55,0,0
KZ2026000572,2020-05-07,Pavlodar,KZT,Personal loan,Consumer credit,Female,Local,15.2,1941000,34,0,0
KZ2026000573,2020-02-28,East Kazakhstan,KZT,Personal loan,Consumer credit,Female,Local,40.6,1669000,25,0,0
KZ2026000574,2019-06-27,Kyzylorda,KZT,Personal loan,Consumer credit,Male,Local,21.9,876000,56,0,0
KZ2026000575,2019-11-20,North Kazakhstan,KZT,Personal loan,Consumer credit,Female,Local,22.9,777000,39,0,0
KZ2026000576,2020-06-17,East Kazakhstan,KZT,Personal loan,Consumer credit,Male,Local,15.8,6836000,47,0,0
KZ2026000577,2020-06-19,Turkistan,KZT,Personal loan,Consumer credit,Male,Foreigner,16.5,748000,29,0,0
KZ2026000578,2019-05-20,West Kazakhstan,KZT,Personal loan,Consumer credit,Female,Local,23.5,400000,41,0,0
KZ2026000579,2020-12-10,North Kazakhstan,KZT,Credit card,Consumer credit,Male,Local,31.3,102000,25,0,0
KZ2026000580,2020-09-21,Aktobe,KZT,Credit card,Consumer credit,Male,Local,44.7,269000,38,0,0
KZ2026000581,2020-04-08,East Kazakhstan,KZT,Credit card,Consumer credit,Male,Local,30.0,708000,30,0,0
KZ2026000582,2020-02-04,Zhambyl,KZT,Personal loan,Consumer credit,Male,Local,22.2,735000,27,0,0
KZ2026000583,2020-05-07,Nur-Sultan,KZT,Personal loan,Consumer credit,Female,Local,29.4,4213000,34,0,0
KZ2026000584,2020-05-28,Almaty Region,KZT,Personal loan,Consumer credit,Female,Local,21.2,1193000,18,0,0
KZ2026000585,2020-01-13,Turkistan,KZT,Personal loan,Consumer credit,Female,Local,27.1,3082000,24,195,1
KZ2026000586,2021-01-31,Karaganda,KZT,Personal loan,Consumer credit,Male,Local,11.5,630000,46,0,0
KZ2026000587,2019-05-20,Almaty,KZT,Personal loan,Consumer credit,Male,Local,11.6,639000,41,0,0
KZ2026000588,2019-11-26,Aktobe,KZT,Credit card,Consumer credit,Male,Local,32.3,375000,25,0,0
KZ2026000589,2019-12-18,Almaty,KZT,Credit card,Consumer credit,Male,Local,29.3,503000,43,0,0
KZ2026000590,2019-03-30,Nur-Sultan,KZT,Personal loan,Consumer credit,Female,Local,15.5,1031000,27,0,0
KZ2026000591,2019-03-20,Turkistan,KZT,Personal loan,Consumer credit,Female,Local,23.7,1539000,45,0,0
KZ2026000592,2021-02-26,Atyrau,KZT,Personal loan,Consumer credit,Female,Local,24.3,1979000,36,0,0
KZ2026000593,2020-11-14,Akmola,KZT,Personal loan,Auto loan,Female,Local,12.2,2111000,33,0,0
KZ2026000594,2019-11-19,West Kazakhstan,KZT,Personal loan,Consumer credit,Male,Local,18.2,898000,36,0,0
KZ2026000595,2019-08-23,Nur-Sultan,KZT,Credit card,Consumer credit,Female,Local,33.3,237000,65,322,1
KZ2026000596,2019-12-25,Akmola,EUR,Personal loan,Consumer credit,Female,Local,5.5,1418000,29,0,0
KZ2026000597,2020-09-14,Kostanay,KZT,Personal loan,Consumer credit,Female,Local,16.6,781000,39,0,0
KZ2026000598,2019-09-19,Karaganda,KZT,Personal loan,Consumer credit,Male,Local,18.2,218000,46,0,0
KZ2026000599,2019-02-28,Shymkent,RUB,Personal loan,Consumer credit,Female,Local,27.3,1761000,26,0,0
KZ2026000600,2020-01-07,Karaganda,KZT,Personal loan,Consumer credit,Male,Local,22.3,1830000,19,0,0
KZ2026000601,2020-06-12,East Kazakhstan,KZT,Personal loan,Consumer credit,Female,Local,18.1,2380000,30,0,0
KZ2026000602,2020-04-05,Kyzylorda,KZT,Personal loan,Consumer credit,Female,Local,15.5,189000,45,0,0
KZ2026000603,2019-06-02,Turkistan,KZT,Personal loan,Consumer credit,Female,Local,13.9,621000,33,0,0
KZ2026000604,2021-01-14,Kostanay,KZT,Personal loan,Consumer credit,Male,Local,21.4,1620000,34,0,0
KZ2026000605,2020-07-11,Shymkent,RUB,Personal loan,Consumer credit,Male,Local,41.3,547000,47,0,0
KZ2026000606,2020-09-27,Mangystau,KZT,Personal loan,Auto loan,Female,Local,19.2,6414000,28,0,0
KZ2026000607,2021-04-25,North Kazakhstan,KZT,Credit card,Consumer credit,Female,Local,20.7,310000,36,0,0
KZ2026000608,2020-03-29,Nur-Sultan,KZT,Personal loan,Consumer credit,Female,Local,29.4,622000,20,0,0
KZ2026000609,2020-05-26,Kostanay,KZT,Personal loan,Auto loan,Male,Local,12.1,1414000,41,0,0
KZ2026000610,2020-11-05,Atyrau,KZT,Personal loan,Consumer credit,Female,Local,22.3,2397000,40,0,0
KZ2026000611,2020-11-14,Zhambyl,KZT,Personal loan,Auto loan,Female,Local,12.1,9850000,46,0,0
KZ2026000612,2021-01-18,Karaganda,KZT,Personal loan,Consumer credit,Male,Local,40.1,5521000,24,0,0
KZ2026000613,2020-09-13,Shymkent,KZT,Personal loan,Consumer credit,Male,Local,12.6,1017000,35,0,0
KZ2026000614,2019-02-21,Shymkent,KZT,Personal loan,Consumer credit,Female,Local,26.0,474000,23,0,0
KZ2026000615,2019-11-06,Akmola,KZT,Credit card,Consumer credit,Male,Local,25.5,656000,34,0,0
KZ2026000616,2020-06-06,Kyzylorda,KZT,Personal loan,Consumer credit,Female,Local,29.4,1077000,53,0,0
KZ2026000617,2020-01-28,Kyzylorda,KZT,Personal loan,Consumer credit,Female,Local,25.1,1802000,33,0,0
KZ2026000618,2019-02-08,Aktobe,KZT,Credit card,Consumer credit,Male,Local,41.3,439000,22,0,0
KZ2026000619,2019-08-25,Almaty,KZT,Personal loan,Consumer credit,Male,Local,29.1,1299000,30,0,0
KZ2026000620,2019-09-30,Nur-Sultan,USD,Personal loan,Consumer credit,Female,Local,8.7,3686000,19,0,0
KZ2026000621,2019-02-01,Mangystau,KZT,Personal loan,Consumer credit,Female,Local,27.9,770000,23,0,0
KZ2026000622,2020-11-04,East Kazakhstan,KZT,Personal loan,Consumer credit,Female,Local,18.2,548000,44,0,0
KZ2026000623,2019-11-30,Shymkent,KZT,Personal loan,Auto loan,Female,Local,17.9,1299000,21,0,0
KZ2026000624,2020-11-29,Atyrau,KZT,Personal loan,Consumer credit,Female,Local,28.5,894000,40,0,0
KZ2026000625,2021-02-07,Shymkent,KZT,Personal loan,Consumer credit,Female,Local,28.5,474000,37,0,0
KZ2026000626,2021-02-19,Almaty Region,KZT,Credit card,Consumer credit,Female,Local,35.2,479000,31,0,0
KZ2026000627,2021-03-12,Mangystau,KZT,Personal loan,Consumer credit,Female,Local,31.6,902000,40,0,0
KZ2026000628,2020-03-15,Nur-Sultan,KZT,Personal loan,Consumer credit,Male,Local,30.6,989000,27,0,0
KZ2026000629,2019-08-03,Zhambyl,KZT,Personal loan,Auto loan,Male,Local,10.8,5764000,46,0,0
KZ2026000630,2019-03-16,Pavlodar,KZT,Personal loan,Consumer credit,Female,Local,41.5,1682000,29,0,0
KZ2026000631,2020-07-04,Turkistan,KZT,Personal loan,Consumer credit,Male,Local,40.5,1087000,33,0,0
KZ2026000632,2019-04-22,Pavlodar,USD,Personal loan,Auto loan,Female,Local,17.3,12343000,31,0,0
KZ2026000633,2019-08-02,Nur-Sultan,KZT,Credit card,Consumer credit,Female,Local,32.0,256000,45,0,0
KZ2026000634,2019-08-04,Almaty Region,KZT,Personal loan,Consumer credit,Male,Local,20.0,875000,43,0,0
KZ2026000635,2019-08-30,Nur-Sultan,KZT,Personal loan,Consumer credit,Male,Local,20.6,2345000,18,0,0
KZ2026000636,2019-11-25,Nur-Sultan,KZT,Personal loan,Consumer credit,Female,Local,2.9,1426000,40,0,0
KZ2026000637,2019-10-20,Karaganda,KZT,Personal loan,Consumer credit,Male,Local,37.0,463000,18,0,0
KZ2026000638,2020-04-09,Kostanay,KZT,Personal loan,Consumer credit,Female,Local,32.9,2567000,33,0,0
KZ2026000639,2021-04-25,Mangystau,KZT,Personal loan,Consumer credit,Female,Local,7.1,3494000,36,0,0
KZ2026000640,2020-07-24,North Kazakhstan,KZT,Personal loan,Consumer credit,Male,Local,30.2,3276000,33,0,0
KZ2026000641,2020-08-19,Kyzylorda,KZT,Personal loan,Consumer credit,Female,Local,22.0,4453000,43,0,0
KZ2026000642,2019-05-24,Pavlodar,KZT,Personal loan,Consumer credit,Female,Local,20.0,6967000,45,0,0
KZ2026000643,2019-04-11,Nur-Sultan,KZT,Personal loan,Consumer credit,Male,Local,26.4,5222000,28,0,0
KZ2026000644,2019-06-16,Almaty,KZT,Personal loan,Consumer credit,Male,Local,6.9,1603000,28,0,0
KZ2026000645,2021-01-19,Karaganda,KZT,Personal loan,Consumer credit,Male,Local,22.7,1005000,37,0,0
KZ2026000646,2019-06-02,North Kazakhstan,KZT,Personal loan,Consumer credit,Female,Local,24.2,253000,20,0,0
KZ2026000647,2021-05-18,Nur-Sultan,KZT,Personal loan,Consumer credit,Male,Local,23.4,1211000,32,0,0
KZ2026000648,2020-10-28,East Kazakhstan,KZT,Personal loan,Consumer credit,Male,Local,10.2,1866000,52,198,1
KZ2026000649,2021-01-02,Karaganda,KZT,Credit card,Consumer credit,Male,Local,34.9,362000,20,0,0
KZ2026000650,2019-09-24,Nur-Sultan,KZT,Personal loan,Consumer credit,Male,Local,33.1,241000,33,0,0
KZ2026000651,2019-05-19,Almaty Region,KZT,Personal loan,Consumer credit,Male,Local,26.5,941000,30,0,0
KZ2026000652,2019-05-28,Turkistan,KZT,Credit card,Consumer credit,Female,Local,29.3,568000,59,220,1
KZ2026000653,2021-01-27,Karaganda,KZT,Personal loan,Consumer credit,Male,Local,47.4,502000,31,0,0
KZ2026000654,2020-01-16,Almaty,KZT,Personal loan,Consumer credit,Female,Local,14.3,1381000,32,0,0
KZ2026000655,2019-12-28,North Kazakhstan,KZT,Personal loan,Consumer credit,Male,Local,29.5,1732000,26,0,0
KZ2026000656,2019-08-07,Aktobe,KZT,Personal loan,Consumer credit,Male,Local,24.4,3104000,37,0,0
KZ2026000657,2019-11-11,North Kazakhstan,KZT,Personal loan,Consumer credit,Male,Local,40.1,5145000,40,0,0
KZ2026000658,2019-11-23,Akmola,KZT,Credit card,Consumer credit,Female,Local,34.6,264000,27,0,0
KZ2026000659,2020-10-23,West Kazakhstan,KZT,Personal loan,Auto loan,Female,Local,19.6,4345000,48,0,0
KZ2026000660,2020-12-28,Almaty Region,KZT,Personal loan,Consumer credit,Male,Local,27.2,1441000,40,0,0
KZ2026000661,2020-02-17,Akmola,KZT,Personal loan,Consumer credit,Female,Local,12.9,2084000,46,0,0
KZ2026000662,2019-10-22,Turkistan,KZT,Credit card,Consumer credit,Male,Local,24.2,524000,33,0,0
KZ2026000663,2020-02-03,Almaty,KZT,Personal loan,Consumer credit,Female,Local,19.6,4029000,40,0,0
KZ2026000664,2019-06-04,Nur-Sultan,KZT,Credit card,Consumer credit,Female,Local,39.7,61000,35,0,0
KZ2026000665,2019-03-02,Aktobe,KZT,Personal loan,Consumer credit,Male,Local,24.6,1712000,53,0,0
KZ2026000666,2019-07-25,Kostanay,KZT,Personal loan,Consumer credit,Male,Local,20.6,1816000,38,0,0
KZ2026000667,2019-01-22,Pavlodar,KZT,Personal loan,Auto loan,Male,Local,24.4,3598000,37,0,0
KZ2026000668,2019-01-31,Shymkent,KZT,Personal loan,Auto loan,Female,Foreigner,6.8,1444000,32,0,0
KZ2026000669,2019-07-30,Akmola,KZT,Personal loan,Auto loan,Male,Local,1.1,3892000,31,0,0
KZ2026000670,2021-03-06,Almaty Region,KZT,Credit card,Consumer credit,Female,Local,41.3,205000,40,0,0
KZ2026000671,2019-06-13,Almaty,KZT,Personal loan,Consumer credit,Male,Local,21.1,4996000,46,0,0
KZ2026000672,2020-09-07,West Kazakhstan,KZT,Personal loan,Auto loan,Female,Local,21.8,4736000,29,0,0
KZ2026000673,2019-05-10,Shymkent,KZT,Personal loan,Auto loan,Male,Local,15.6,2796000,38,0,0
KZ2026000674,2020-02-14,Kostanay,KZT,Personal loan,Consumer credit,Female,Local,32.8,210000,39,0,0
KZ2026000675,2020-06-19,West Kazakhstan,KZT,Personal loan,Consumer credit,Male,Local,21.3,1982000,41,0,0
KZ2026000676,2020-05-10,Almaty Region,KZT,Personal loan,Consumer credit,Male,Local,26.1,2169000,18,0,0
KZ2026000677,2020-12-07,Turkistan,KZT,Personal loan,Consumer credit,Male,Local,25.2,999000,27,0,0
KZ2026000678,2019-08-13,East Kazakhstan,KZT,Credit card,Consumer credit,Female,Local,33.8,550000,22,0,0
KZ2026000679,2020-10-17,Almaty,KZT,Personal loan,Consumer credit,Male,Local,38.0,893000,37,0,0
KZ2026000680,2019-12-23,Almaty Region,KZT,Personal loan,Consumer credit,Female,Local,7.6,2973000,27,0,0
KZ2026000681,2020-01-29,Nur-Sultan,KZT,Personal loan,Consumer credit,Female,Local,21.6,2790000,32,0,0
KZ2026000682,2019-10-10,Almaty,KZT,Credit card,Consumer credit,Male,Local,33.6,102000,24,299,1
KZ2026000683,2021-05-30,Nur-Sultan,KZT,Personal loan,Auto loan,Male,Local,16.7,2135000,33,0,0
KZ2026000684,2020-12-29,Atyrau,KZT,Credit card,Consumer credit,Male,Local,27.4,1606000,25,0,0
KZ2026000685,2020-02-13,Karaganda,KZT,Personal loan,Consumer credit,Male,Local,17.5,2650000,45,0,0
KZ2026000686,2020-10-18,Aktobe,KZT,Personal loan,Consumer credit,Male,Local,37.0,410000,42,0,0
KZ2026000687,2021-03-19,Almaty Region,KZT,Credit card,Consumer credit,Female,Local,31.4,108000,39,0,0
KZ2026000688,2019-09-08,Shymkent,RUB,Credit card,Consumer credit,Male,Local,50.5,635000,34,0,0
KZ2026000689,2019-10-15,Kyzylorda,KZT,Personal loan,Consumer credit,Male,Local,27.6,917000,18,241,1
KZ2026000690,2020-11-04,Zhambyl,KZT,Personal loan,Consumer credit,Female,Foreigner,23.6,1153000,32,0,0
KZ2026000691,2019-09-08,Akmola,KZT,Personal loan,Consumer credit,Male,Local,23.7,1111000,29,0,0
KZ2026000692,2019-03-24,Turkistan,KZT,Personal loan,Consumer credit,Female,Local,34.3,3126000,40,0,0
KZ2026000693,2020-06-09,Almaty,KZT,Credit card,Consumer credit,Female,Local,21.3,1386000,44,0,0
KZ2026000694,2019-06-28,Aktobe,KZT,Personal loan,Consumer credit,Male,Local,6.7,799000,41,0,0
KZ2026000695,2020-06-02,Turkistan,KZT,Personal loan,Consumer credit,Female,Local,26.5,459000,51,0,0
KZ2026000696,2019-04-04,Zhambyl,KZT,Personal loan,Consumer credit,Female,Local,30.1,1670000,31,0,0
KZ2026000697,2020-02-27,Kyzylorda,KZT,Personal loan,Consumer credit,Female,Foreigner,28.5,4802000,30,0,0
KZ2026000698,2019-07-30,West Kazakhstan,KZT,Personal loan,Consumer credit,Female,Local,27.6,852000,48,0,0
KZ2026000699,2020-04-11,Karaganda,KZT,Personal loan,Consumer credit,Female,Local,9.0,2472000,39,0,0
KZ2026000700,2019-07-19,Akmola,KZT,Personal loan,Consumer credit,Female,Local,25.6,589000,34,0,0
KZ2026000701,2019-08-10,Almaty,KZT,Personal loan,Consumer credit,Female,Local,34.5,1222000,57,0,0
KZ2026000702,2021-03-06,Aktobe,KZT,Personal loan,Consumer credit,Female,Local,24.8,447000,43,0,0
KZ2026000703,2021-05-17,Almaty,KZT,Credit card,Auto loan,Female,Local,19.6,4020000,35,0,0
KZ2026000704,2019-10-17,North Kazakhstan,KZT,Personal loan,Consumer credit,Female,Local,19.8,1087000,29,0,0
KZ2026000705,2020-07-24,Akmola,KZT,Personal loan,Consumer credit,Male,Local,27.4,2012000,52,0,0
KZ2026000706,2019-11-10,Zhambyl,KZT,Personal loan,Consumer credit,Female,Local,38.1,5439000,39,310,1
KZ2026000707,2019-05-31,Mangystau,KZT,Personal loan,Consumer credit,Male,Local,5.3,862000,37,0,0
KZ2026000708,2019-03-30,Mangystau,KZT,Personal loan,Auto loan,Male,Foreigner,20.3,1626000,44,0,0
KZ2026000709,2021-02-25,Atyrau,KZT,Personal loan,Consumer credit,Male,Local,27.4,1011000,47,0,0
KZ2026000710,2019-02-28,East Kazakhstan,KZT,Personal loan,Consumer credit,Male,Local,27.9,1548000,43,0,0
KZ2026000711,2020-03-10,Shymkent,KZT,Personal loan,Consumer credit,Female,Foreigner,24.2,1425000,47,0,0
